date,store,category,sku,movement_type,qty,counted_delta
2024-09-14,S5,Home,HO-984,sale,-3,0
2024-09-14,S5,Home,HO-817,sale,-4,0
2024-09-14,S5,Electronics,EL-858,sale,-5,0
2024-09-14,S5,Electronics,EL-317,sale,-5,0
2024-09-15,S1,Grocery,GR-234,receipt,20,0
2024-09-15,S1,Home,HO-513,sale,-2,0
2024-09-15,S1,Grocery,GR-955,receipt,51,0
2024-09-15,S1,Grocery,GR-902,sale,-2,0
2024-09-15,S1,Electronics,EL-667,count,0,0
2024-09-15,S1,Electronics,EL-891,return,1,0
2024-09-15,S1,Apparel,AP-397,sale,-6,0
2024-09-15,S1,Electronics,EL-882,count,0,2
2024-09-15,S1,Home,HO-926,sale,-1,0
2024-09-15,S1,Apparel,AP-688,sale,-4,0
2024-09-15,S1,Apparel,AP-214,sale,-3,0
2024-09-15,S1,Electronics,EL-595,sale,-5,0
2024-09-15,S1,Home,HO-334,count,0,2
2024-09-15,S1,Electronics,EL-221,count,0,-2
2024-09-15,S1,Apparel,AP-514,sale,-1,0
2024-09-15,S2,Home,HO-501,sale,-4,0
2024-09-15,S2,Home,HO-980,return,2,0
2024-09-15,S2,Apparel,AP-423,count,0,-1
2024-09-15,S2,Grocery,GR-100,sale,-3,0
2024-09-15,S2,Grocery,GR-693,receipt,54,0
2024-09-15,S2,Electronics,EL-278,sale,-5,0
2024-09-15,S2,Grocery,GR-330,sale,-3,0
2024-09-15,S2,Apparel,AP-156,sale,-3,0
2024-09-15,S2,Apparel,AP-842,sale,-4,0
2024-09-15,S2,Home,HO-467,return,3,0
2024-09-15,S2,Electronics,EL-325,return,2,0
2024-09-15,S2,Apparel,AP-752,receipt,58,0
2024-09-15,S2,Electronics,EL-451,return,1,0
2024-09-15,S2,Grocery,GR-862,sale,-1,0
2024-09-15,S2,Home,HO-229,sale,-5,0
2024-09-15,S2,Grocery,GR-939,sale,-3,0
2024-09-15,S3,Apparel,AP-769,receipt,52,0
2024-09-15,S3,Home,HO-926,sale,-5,0
2024-09-15,S3,Apparel,AP-434,sale,-6,0
2024-09-15,S3,Apparel,AP-359,return,1,0
2024-09-15,S3,Apparel,AP-217,count,0,-2
2024-09-15,S3,Home,HO-337,count,0,1
2024-09-15,S3,Apparel,AP-457,sale,-1,0
2024-09-15,S3,Apparel,AP-497,sale,-2,0
2024-09-15,S3,Electronics,EL-742,sale,-3,0
2024-09-15,S3,Apparel,AP-644,return,3,0
2024-09-15,S3,Electronics,EL-304,count,0,-2
2024-09-15,S3,Apparel,AP-905,count,0,2
2024-09-15,S3,Electronics,EL-521,sale,-3,0
2024-09-15,S3,Home,HO-417,count,0,1
2024-09-15,S4,Electronics,EL-407,count,0,1
2024-09-15,S4,Home,HO-372,sale,-5,0
2024-09-15,S4,Grocery,GR-610,receipt,13,0
2024-09-15,S4,Apparel,AP-290,receipt,45,0
2024-09-15,S4,Electronics,EL-451,receipt,28,0
2024-09-15,S4,Grocery,GR-128,sale,-6,0
2024-09-15,S4,Electronics,EL-861,sale,-4,0
2024-09-15,S4,Grocery,GR-462,receipt,26,0
2024-09-15,S4,Grocery,GR-360,count,0,-1
2024-09-15,S4,Home,HO-665,receipt,12,0
2024-09-15,S4,Apparel,AP-518,return,1,0
2024-09-15,S4,Electronics,EL-801,sale,-4,0
2024-09-15,S4,Electronics,EL-243,sale,-5,0
2024-09-15,S4,Home,HO-437,count,0,0
2024-09-15,S5,Grocery,GR-436,count,0,-1
2024-09-15,S5,Electronics,EL-856,return,2,0
2024-09-15,S5,Electronics,EL-273,sale,-2,0
2024-09-15,S5,Home,HO-883,sale,-2,0
2024-09-15,S5,Apparel,AP-165,sale,-1,0
2024-09-15,S5,Home,HO-830,receipt,39,0
2024-09-15,S5,Grocery,GR-578,return,2,0
2024-09-15,S5,Grocery,GR-768,return,1,0
2024-09-15,S5,Grocery,GR-443,count,0,1
2024-09-15,S5,Apparel,AP-867,return,1,0
2024-09-15,S5,Apparel,AP-951,count,0,1
2024-09-16,S1,Home,HO-733,count,0,-2
2024-09-16,S1,Apparel,AP-791,count,0,1
2024-09-16,S1,Apparel,AP-381,count,0,-2
2024-09-16,S1,Home,HO-360,sale,-5,0
2024-09-16,S1,Electronics,EL-480,count,0,-1
2024-09-16,S1,Electronics,EL-495,sale,-3,0
2024-09-16,S1,Home,HO-754,return,1,0
2024-09-16,S1,Electronics,EL-150,count,0,-2
2024-09-16,S1,Home,HO-325,count,0,2
2024-09-16,S1,Electronics,EL-964,sale,-4,0
2024-09-16,S1,Home,HO-921,receipt,56,0
2024-09-16,S1,Electronics,EL-365,sale,-5,0
2024-09-16,S1,Electronics,EL-236,sale,-2,0
2024-09-16,S1,Grocery,GR-943,receipt,19,0
2024-09-16,S2,Home,HO-989,sale,-4,0
2024-09-16,S2,Grocery,GR-573,sale,-6,0
2024-09-16,S2,Grocery,GR-870,count,0,2
2024-09-16,S2,Electronics,EL-715,sale,-2,0
2024-09-16,S2,Home,HO-675,sale,-3,0
2024-09-16,S2,Home,HO-976,return,3,0
2024-09-16,S2,Home,HO-649,receipt,25,0
2024-09-16,S2,Grocery,GR-419,return,3,0
2024-09-16,S2,Apparel,AP-418,sale,-1,0
2024-09-16,S2,Grocery,GR-222,sale,-3,0
2024-09-16,S2,Apparel,AP-814,count,0,2
2024-09-16,S2,Apparel,AP-242,return,2,0
2024-09-16,S3,Apparel,AP-136,count,0,-2
2024-09-16,S3,Home,HO-818,sale,-5,0
2024-09-16,S3,Apparel,AP-362,receipt,60,0
2024-09-16,S3,Home,HO-854,sale,-5,0
2024-09-16,S3,Home,HO-154,return,3,0
2024-09-16,S3,Home,HO-741,sale,-4,0
2024-09-16,S3,Home,HO-190,sale,-4,0
2024-09-16,S3,Grocery,GR-909,return,2,0
2024-09-16,S3,Electronics,EL-434,sale,-2,0
2024-09-16,S3,Home,HO-316,return,3,0
2024-09-16,S4,Home,HO-980,sale,-5,0
2024-09-16,S4,Grocery,GR-737,sale,-5,0
2024-09-16,S4,Electronics,EL-424,receipt,25,0
2024-09-16,S4,Apparel,AP-536,count,0,0
2024-09-16,S4,Home,HO-133,sale,-1,0
2024-09-16,S4,Apparel,AP-802,sale,-4,0
2024-09-16,S4,Electronics,EL-117,return,2,0
2024-09-16,S4,Apparel,AP-183,receipt,52,0
2024-09-16,S4,Electronics,EL-408,sale,-4,0
2024-09-16,S4,Home,HO-566,receipt,33,0
2024-09-16,S4,Electronics,EL-815,sale,-6,0
2024-09-16,S4,Apparel,AP-899,sale,-4,0
2024-09-16,S4,Grocery,GR-957,sale,-2,0
2024-09-16,S4,Electronics,EL-291,sale,-6,0
2024-09-16,S5,Grocery,GR-873,return,2,0
2024-09-16,S5,Apparel,AP-301,receipt,32,0
2024-09-16,S5,Apparel,AP-640,sale,-1,0
2024-09-16,S5,Apparel,AP-610,return,2,0
2024-09-16,S5,Grocery,GR-601,sale,-6,0
2024-09-16,S5,Grocery,GR-731,sale,-6,0
2024-09-16,S5,Grocery,GR-568,sale,-4,0
2024-09-16,S5,Home,HO-866,count,0,2
2024-09-16,S5,Home,HO-685,sale,-6,0
2024-09-16,S5,Home,HO-604,receipt,13,0
2024-09-16,S5,Apparel,AP-450,return,3,0
2024-09-16,S5,Home,HO-892,return,2,0
2024-09-16,S5,Apparel,AP-485,sale,-4,0
2024-09-17,S1,Home,HO-898,sale,-4,0
2024-09-17,S1,Electronics,EL-689,sale,-5,0
2024-09-17,S1,Electronics,EL-100,sale,-5,0
2024-09-17,S1,Apparel,AP-719,sale,-5,0
2024-09-17,S1,Apparel,AP-396,count,0,-1
2024-09-17,S1,Electronics,EL-624,sale,-2,0
2024-09-17,S1,Apparel,AP-410,sale,-6,0
2024-09-17,S1,Home,HO-347,receipt,52,0
2024-09-17,S1,Electronics,EL-293,sale,-6,0
2024-09-17,S1,Grocery,GR-410,return,2,0
2024-09-17,S1,Apparel,AP-231,count,0,-2
2024-09-17,S1,Apparel,AP-554,return,3,0
2024-09-17,S2,Electronics,EL-832,sale,-4,0
2024-09-17,S2,Home,HO-282,sale,-6,0
2024-09-17,S2,Apparel,AP-628,sale,-6,0
2024-09-17,S2,Apparel,AP-761,receipt,23,0
2024-09-17,S2,Home,HO-872,receipt,47,0
2024-09-17,S2,Electronics,EL-296,return,3,0
2024-09-17,S2,Apparel,AP-903,sale,-1,0
2024-09-17,S2,Home,HO-951,sale,-6,0
2024-09-17,S2,Electronics,EL-586,sale,-4,0
2024-09-17,S2,Home,HO-762,receipt,56,0
2024-09-17,S2,Grocery,GR-106,sale,-4,0
2024-09-17,S2,Electronics,EL-758,receipt,17,0
2024-09-17,S2,Apparel,AP-263,return,3,0
2024-09-17,S3,Home,HO-386,sale,-5,0
2024-09-17,S3,Grocery,GR-550,sale,-4,0
2024-09-17,S3,Apparel,AP-533,receipt,23,0
2024-09-17,S3,Electronics,EL-407,return,2,0
2024-09-17,S3,Electronics,EL-770,sale,-5,0
2024-09-17,S3,Grocery,GR-177,receipt,50,0
2024-09-17,S3,Home,HO-507,count,0,2
2024-09-17,S3,Home,HO-219,sale,-3,0
2024-09-17,S3,Apparel,AP-651,sale,-2,0
2024-09-17,S3,Electronics,EL-334,sale,-3,0
2024-09-17,S3,Electronics,EL-244,receipt,59,0
2024-09-17,S3,Electronics,EL-814,receipt,17,0
2024-09-17,S3,Electronics,EL-571,sale,-2,0
2024-09-17,S3,Apparel,AP-174,return,3,0
2024-09-17,S4,Home,HO-730,count,0,0
2024-09-17,S4,Home,HO-550,sale,-2,0
2024-09-17,S4,Grocery,GR-223,sale,-4,0
2024-09-17,S4,Electronics,EL-190,count,0,0
2024-09-17,S4,Home,HO-684,sale,-1,0
2024-09-17,S4,Grocery,GR-286,return,1,0
2024-09-17,S4,Home,HO-831,sale,-3,0
2024-09-17,S4,Apparel,AP-324,receipt,45,0
2024-09-17,S4,Electronics,EL-784,sale,-1,0
2024-09-17,S4,Grocery,GR-536,sale,-5,0
2024-09-17,S5,Grocery,GR-112,sale,-6,0
2024-09-17,S5,Home,HO-189,sale,-4,0
2024-09-17,S5,Grocery,GR-816,sale,-2,0
2024-09-17,S5,Grocery,GR-159,receipt,28,0
2024-09-17,S5,Home,HO-335,return,2,0
2024-09-17,S5,Home,HO-211,count,0,-1
2024-09-17,S5,Home,HO-503,sale,-6,0
2024-09-17,S5,Apparel,AP-293,count,0,1
2024-09-18,S1,Home,HO-314,return,1,0
2024-09-18,S1,Electronics,EL-242,sale,-1,0
2024-09-18,S1,Home,HO-557,count,0,-1
2024-09-18,S1,Home,HO-789,sale,-5,0
2024-09-18,S1,Grocery,GR-151,receipt,55,0
2024-09-18,S1,Electronics,EL-602,count,0,2
2024-09-18,S1,Electronics,EL-121,sale,-6,0
2024-09-18,S1,Electronics,EL-274,sale,-3,0
2024-09-18,S1,Home,HO-190,sale,-3,0
2024-09-18,S2,Home,HO-186,sale,-4,0
2024-09-18,S2,Grocery,GR-284,count,0,-1
2024-09-18,S2,Electronics,EL-239,return,2,0
2024-09-18,S2,Grocery,GR-136,count,0,2
2024-09-18,S2,Apparel,AP-887,count,0,2
2024-09-18,S2,Apparel,AP-192,sale,-6,0
2024-09-18,S2,Grocery,GR-755,receipt,15,0
2024-09-18,S2,Home,HO-336,sale,-6,0
2024-09-18,S2,Apparel,AP-940,receipt,51,0
2024-09-18,S2,Electronics,EL-894,sale,-1,0
2024-09-18,S2,Apparel,AP-346,sale,-2,0
2024-09-18,S2,Electronics,EL-590,return,1,0
2024-09-18,S2,Apparel,AP-310,sale,-3,0
2024-09-18,S2,Home,HO-183,sale,-4,0
2024-09-18,S2,Electronics,EL-502,count,0,-1
2024-09-18,S3,Apparel,AP-831,sale,-6,0
2024-09-18,S3,Apparel,AP-251,return,2,0
2024-09-18,S3,Electronics,EL-526,sale,-6,0
2024-09-18,S3,Apparel,AP-315,sale,-5,0
2024-09-18,S3,Home,HO-566,sale,-1,0
2024-09-18,S3,Apparel,AP-191,sale,-2,0
2024-09-18,S3,Grocery,GR-145,sale,-5,0
2024-09-18,S3,Electronics,EL-970,sale,-1,0
2024-09-18,S3,Apparel,AP-676,count,0,1
2024-09-18,S3,Grocery,GR-963,count,0,2
2024-09-18,S3,Home,HO-309,sale,-5,0
2024-09-18,S3,Grocery,GR-374,receipt,29,0
2024-09-18,S4,Electronics,EL-206,sale,-1,0
2024-09-18,S4,Home,HO-522,count,0,0
2024-09-18,S4,Electronics,EL-245,sale,-6,0
2024-09-18,S4,Home,HO-666,count,0,-2
2024-09-18,S4,Electronics,EL-567,sale,-6,0
2024-09-18,S4,Grocery,GR-488,sale,-6,0
2024-09-18,S4,Electronics,EL-178,return,3,0
2024-09-18,S4,Grocery,GR-994,return,1,0
2024-09-18,S4,Home,HO-939,return,1,0
2024-09-18,S4,Electronics,EL-866,sale,-3,0
2024-09-18,S4,Home,HO-987,return,2,0
2024-09-18,S4,Electronics,EL-365,return,3,0
2024-09-18,S4,Electronics,EL-575,return,2,0
2024-09-18,S4,Home,HO-566,sale,-2,0
2024-09-18,S5,Apparel,AP-141,sale,-4,0
2024-09-18,S5,Grocery,GR-920,return,2,0
2024-09-18,S5,Home,HO-363,sale,-4,0
2024-09-18,S5,Apparel,AP-217,sale,-2,0
2024-09-18,S5,Grocery,GR-577,receipt,27,0
2024-09-18,S5,Electronics,EL-659,receipt,25,0
2024-09-18,S5,Electronics,EL-395,sale,-4,0
2024-09-18,S5,Apparel,AP-604,sale,-3,0
2024-09-18,S5,Home,HO-662,sale,-1,0
2024-09-18,S5,Apparel,AP-837,count,0,-2
2024-09-18,S5,Apparel,AP-574,count,0,-1
2024-09-18,S5,Electronics,EL-366,sale,-3,0
2024-09-18,S5,Apparel,AP-703,sale,-1,0
2024-09-18,S5,Apparel,AP-830,receipt,42,0
2024-09-19,S1,Home,HO-748,receipt,17,0
2024-09-19,S1,Grocery,GR-751,count,0,0
2024-09-19,S1,Grocery,GR-186,count,0,2
2024-09-19,S1,Grocery,GR-232,sale,-1,0
2024-09-19,S1,Home,HO-948,sale,-2,0
2024-09-19,S1,Grocery,GR-125,sale,-1,0
2024-09-19,S1,Apparel,AP-229,receipt,28,0
2024-09-19,S1,Grocery,GR-216,sale,-1,0
2024-09-19,S1,Apparel,AP-528,sale,-6,0
2024-09-19,S1,Grocery,GR-304,count,0,1
2024-09-19,S1,Home,HO-262,return,3,0
2024-09-19,S1,Home,HO-634,sale,-3,0
2024-09-19,S1,Grocery,GR-864,sale,-4,0
2024-09-19,S1,Electronics,EL-803,sale,-6,0
2024-09-19,S1,Apparel,AP-657,sale,-5,0
2024-09-19,S2,Electronics,EL-563,return,3,0
2024-09-19,S2,Home,HO-354,receipt,45,0
2024-09-19,S2,Grocery,GR-596,sale,-2,0
2024-09-19,S2,Apparel,AP-541,count,0,-2
2024-09-19,S2,Home,HO-962,count,0,0
2024-09-19,S2,Grocery,GR-607,return,1,0
2024-09-19,S2,Electronics,EL-942,count,0,-1
2024-09-19,S2,Apparel,AP-656,sale,-6,0
2024-09-19,S2,Electronics,EL-283,sale,-5,0
2024-09-19,S2,Apparel,AP-652,sale,-4,0
2024-09-19,S2,Grocery,GR-695,sale,-6,0
2024-09-19,S2,Electronics,EL-359,sale,-2,0
2024-09-19,S2,Apparel,AP-197,receipt,46,0
2024-09-19,S2,Electronics,EL-247,sale,-2,0
2024-09-19,S2,Electronics,EL-121,sale,-1,0
2024-09-19,S3,Apparel,AP-307,sale,-4,0
2024-09-19,S3,Apparel,AP-512,sale,-3,0
2024-09-19,S3,Home,HO-827,sale,-6,0
2024-09-19,S3,Electronics,EL-524,sale,-5,0
2024-09-19,S3,Grocery,GR-125,receipt,49,0
2024-09-19,S3,Grocery,GR-844,receipt,53,0
2024-09-19,S3,Home,HO-240,sale,-6,0
2024-09-19,S3,Grocery,GR-107,sale,-1,0
2024-09-19,S3,Electronics,EL-590,sale,-1,0
2024-09-19,S4,Home,HO-868,sale,-4,0
2024-09-19,S4,Apparel,AP-538,count,0,0
2024-09-19,S4,Grocery,GR-546,receipt,17,0
2024-09-19,S4,Grocery,GR-825,count,0,-2
2024-09-19,S4,Grocery,GR-448,count,0,0
2024-09-19,S4,Home,HO-447,sale,-5,0
2024-09-19,S4,Apparel,AP-779,count,0,1
2024-09-19,S4,Apparel,AP-471,sale,-2,0
2024-09-19,S4,Electronics,EL-278,sale,-4,0
2024-09-19,S4,Home,HO-207,return,3,0
2024-09-19,S4,Grocery,GR-713,return,3,0
2024-09-19,S5,Grocery,GR-205,sale,-2,0
2024-09-19,S5,Apparel,AP-585,sale,-1,0
2024-09-19,S5,Grocery,GR-444,count,0,0
2024-09-19,S5,Home,HO-443,return,1,0
2024-09-19,S5,Apparel,AP-420,sale,-1,0
2024-09-19,S5,Grocery,GR-655,return,3,0
2024-09-19,S5,Grocery,GR-532,sale,-5,0
2024-09-19,S5,Grocery,GR-845,sale,-3,0
2024-09-19,S5,Grocery,GR-931,sale,-5,0
2024-09-19,S5,Electronics,EL-941,sale,-1,0
2024-09-19,S5,Grocery,GR-885,count,0,-2
2024-09-19,S5,Apparel,AP-898,receipt,18,0
2024-09-20,S1,Electronics,EL-297,receipt,17,0
2024-09-20,S1,Grocery,GR-695,sale,-5,0
2024-09-20,S1,Electronics,EL-553,sale,-1,0
2024-09-20,S1,Home,HO-780,count,0,1
2024-09-20,S1,Grocery,GR-965,sale,-5,0
2024-09-20,S1,Electronics,EL-490,return,1,0
2024-09-20,S1,Electronics,EL-504,count,0,1
2024-09-20,S1,Home,HO-826,sale,-4,0
2024-09-20,S1,Apparel,AP-452,sale,-3,0
2024-09-20,S1,Grocery,GR-659,sale,-2,0
2024-09-20,S2,Electronics,EL-198,return,3,0
2024-09-20,S2,Electronics,EL-742,receipt,46,0
2024-09-20,S2,Home,HO-705,receipt,19,0
2024-09-20,S2,Apparel,AP-865,receipt,33,0
2024-09-20,S2,Electronics,EL-417,sale,-3,0
2024-09-20,S2,Grocery,GR-483,count,0,0
2024-09-20,S2,Apparel,AP-549,sale,-5,0
2024-09-20,S2,Apparel,AP-944,return,3,0
2024-09-20,S2,Home,HO-409,receipt,45,0
2024-09-20,S3,Apparel,AP-807,count,0,0
2024-09-20,S3,Apparel,AP-279,count,0,-2
2024-09-20,S3,Electronics,EL-598,sale,-3,0
2024-09-20,S3,Home,HO-426,receipt,59,0
2024-09-20,S3,Apparel,AP-434,receipt,28,0
2024-09-20,S3,Grocery,GR-927,receipt,47,0
2024-09-20,S3,Electronics,EL-311,sale,-6,0
2024-09-20,S3,Home,HO-483,sale,-3,0
2024-09-20,S4,Home,HO-487,sale,-2,0
2024-09-20,S4,Home,HO-893,count,0,0
2024-09-20,S4,Grocery,GR-400,receipt,41,0
2024-09-20,S4,Electronics,EL-988,sale,-6,0
2024-09-20,S4,Grocery,GR-883,count,0,-1
2024-09-20,S4,Grocery,GR-673,sale,-1,0
2024-09-20,S4,Home,HO-623,count,0,0
2024-09-20,S4,Apparel,AP-850,count,0,-2
2024-09-20,S4,Home,HO-939,sale,-2,0
2024-09-20,S4,Apparel,AP-309,count,0,0
2024-09-20,S4,Home,HO-865,sale,-2,0
2024-09-20,S5,Apparel,AP-293,count,0,-2
2024-09-20,S5,Apparel,AP-841,sale,-4,0
2024-09-20,S5,Apparel,AP-271,sale,-4,0
2024-09-20,S5,Apparel,AP-885,receipt,53,0
2024-09-20,S5,Electronics,EL-226,sale,-1,0
2024-09-20,S5,Electronics,EL-301,sale,-3,0
2024-09-20,S5,Apparel,AP-117,receipt,43,0
2024-09-20,S5,Grocery,GR-452,receipt,37,0
2024-09-20,S5,Grocery,GR-511,sale,-4,0
2024-09-20,S5,Apparel,AP-548,receipt,45,0
2024-09-20,S5,Home,HO-449,receipt,29,0
2024-09-20,S5,Grocery,GR-711,receipt,30,0
2024-09-20,S5,Home,HO-763,count,0,-1
2024-09-20,S5,Home,HO-602,sale,-2,0
2024-09-20,S5,Electronics,EL-256,sale,-3,0
2024-09-21,S1,Apparel,AP-302,count,0,1
2024-09-21,S1,Apparel,AP-434,sale,-6,0
2024-09-21,S1,Home,HO-727,sale,-4,0
2024-09-21,S1,Grocery,GR-377,sale,-4,0
2024-09-21,S1,Electronics,EL-929,sale,-4,0
2024-09-21,S1,Electronics,EL-758,sale,-3,0
2024-09-21,S1,Grocery,GR-417,receipt,13,0
2024-09-21,S1,Home,HO-472,sale,-4,0
2024-09-21,S1,Apparel,AP-670,sale,-4,0
2024-09-21,S1,Electronics,EL-513,receipt,14,0
2024-09-21,S1,Electronics,EL-628,sale,-6,0
2024-09-21,S1,Grocery,GR-960,sale,-2,0
2024-09-21,S1,Apparel,AP-123,return,2,0
2024-09-21,S2,Grocery,GR-942,sale,-3,0
2024-09-21,S2,Home,HO-861,sale,-3,0
2024-09-21,S2,Electronics,EL-270,receipt,18,0
2024-09-21,S2,Home,HO-569,sale,-1,0
2024-09-21,S2,Electronics,EL-194,sale,-2,0
2024-09-21,S2,Grocery,GR-616,receipt,55,0
2024-09-21,S2,Grocery,GR-349,sale,-2,0
2024-09-21,S2,Electronics,EL-153,count,0,2
2024-09-21,S2,Grocery,GR-565,count,0,1
2024-09-21,S3,Grocery,GR-477,sale,-6,0
2024-09-21,S3,Grocery,GR-525,receipt,44,0
2024-09-21,S3,Apparel,AP-934,sale,-1,0
2024-09-21,S3,Home,HO-675,sale,-1,0
2024-09-21,S3,Electronics,EL-606,return,2,0
2024-09-21,S3,Home,HO-427,receipt,25,0
2024-09-21,S3,Home,HO-984,receipt,17,0
2024-09-21,S3,Electronics,EL-443,count,0,-3
2024-09-21,S3,Grocery,GR-109,sale,-3,0
2024-09-21,S3,Grocery,GR-957,count,0,-1
2024-09-21,S3,Apparel,AP-623,receipt,32,0
2024-09-21,S4,Grocery,GR-116,count,0,-2
2024-09-21,S4,Home,HO-758,sale,-6,0
2024-09-21,S4,Home,HO-408,return,1,0
2024-09-21,S4,Electronics,EL-951,receipt,40,0
2024-09-21,S4,Apparel,AP-456,sale,-4,0
2024-09-21,S4,Electronics,EL-147,sale,-4,0
2024-09-21,S4,Apparel,AP-568,receipt,47,0
2024-09-21,S4,Electronics,EL-491,count,0,0
2024-09-21,S4,Home,HO-682,sale,-3,0
2024-09-21,S4,Grocery,GR-429,receipt,10,0
2024-09-21,S5,Home,HO-904,count,0,-2
2024-09-21,S5,Home,HO-204,sale,-3,0
2024-09-21,S5,Home,HO-679,sale,-2,0
2024-09-21,S5,Apparel,AP-817,sale,-6,0
2024-09-21,S5,Apparel,AP-385,sale,-5,0
2024-09-21,S5,Apparel,AP-901,receipt,57,0
2024-09-21,S5,Electronics,EL-409,sale,-2,0
2024-09-21,S5,Apparel,AP-114,receipt,52,0
2024-09-21,S5,Grocery,GR-165,receipt,55,0
2024-09-21,S5,Apparel,AP-811,return,2,0
2024-09-21,S5,Grocery,GR-157,return,2,0
2024-09-21,S5,Grocery,GR-688,sale,-1,0
2024-09-21,S5,Home,HO-957,sale,-2,0
2024-09-21,S5,Grocery,GR-337,sale,-1,0
2024-09-21,S5,Electronics,EL-889,count,0,2
2024-09-21,S5,Apparel,AP-505,sale,-1,0
2024-09-22,S1,Grocery,GR-603,return,2,0
2024-09-22,S1,Grocery,GR-185,return,3,0
2024-09-22,S1,Electronics,EL-387,return,2,0
2024-09-22,S1,Home,HO-540,sale,-3,0
2024-09-22,S1,Electronics,EL-638,sale,-3,0
2024-09-22,S1,Apparel,AP-107,return,1,0
2024-09-22,S1,Home,HO-542,sale,-1,0
2024-09-22,S1,Home,HO-425,sale,-3,0
2024-09-22,S1,Apparel,AP-697,sale,-2,0
2024-09-22,S1,Apparel,AP-651,sale,-4,0
2024-09-22,S1,Grocery,GR-768,count,0,0
2024-09-22,S1,Grocery,GR-521,count,0,0
2024-09-22,S2,Electronics,EL-966,sale,-1,0
2024-09-22,S2,Apparel,AP-543,count,0,2
2024-09-22,S2,Apparel,AP-842,receipt,31,0
2024-09-22,S2,Electronics,EL-209,count,0,2
2024-09-22,S2,Grocery,GR-837,sale,-6,0
2024-09-22,S2,Apparel,AP-233,return,1,0
2024-09-22,S2,Home,HO-538,sale,-1,0
2024-09-22,S2,Electronics,EL-717,sale,-1,0
2024-09-22,S2,Grocery,GR-778,receipt,55,0
2024-09-22,S2,Apparel,AP-584,sale,-6,0
2024-09-22,S2,Electronics,EL-377,count,0,0
2024-09-22,S2,Home,HO-422,sale,-5,0
2024-09-22,S2,Grocery,GR-140,sale,-2,0
2024-09-22,S2,Electronics,EL-886,sale,-2,0
2024-09-22,S3,Grocery,GR-188,receipt,38,0
2024-09-22,S3,Apparel,AP-238,sale,-1,0
2024-09-22,S3,Electronics,EL-749,count,0,-2
2024-09-22,S3,Apparel,AP-545,sale,-1,0
2024-09-22,S3,Home,HO-655,sale,-4,0
2024-09-22,S3,Grocery,GR-739,sale,-1,0
2024-09-22,S3,Apparel,AP-429,receipt,43,0
2024-09-22,S3,Grocery,GR-609,receipt,16,0
2024-09-22,S3,Grocery,GR-523,sale,-1,0
2024-09-22,S3,Apparel,AP-409,sale,-4,0
2024-09-22,S3,Electronics,EL-664,receipt,40,0
2024-09-22,S3,Electronics,EL-483,return,1,0
2024-09-22,S3,Electronics,EL-937,return,2,0
2024-09-22,S3,Home,HO-577,receipt,38,0
2024-09-22,S3,Electronics,EL-270,count,0,-5
2024-09-22,S3,Apparel,AP-175,receipt,36,0
2024-09-22,S4,Home,HO-645,receipt,21,0
2024-09-22,S4,Home,HO-787,return,1,0
2024-09-22,S4,Apparel,AP-658,return,2,0
2024-09-22,S4,Grocery,GR-222,count,0,-1
2024-09-22,S4,Electronics,EL-736,sale,-2,0
2024-09-22,S4,Apparel,AP-576,count,0,-1
2024-09-22,S4,Electronics,EL-471,count,0,-1
2024-09-22,S4,Apparel,AP-916,sale,-6,0
2024-09-22,S5,Grocery,GR-400,receipt,56,0
2024-09-22,S5,Grocery,GR-110,sale,-1,0
2024-09-22,S5,Home,HO-602,sale,-1,0
2024-09-22,S5,Electronics,EL-662,receipt,31,0
2024-09-22,S5,Home,HO-270,sale,-5,0
2024-09-22,S5,Home,HO-520,sale,-4,0
2024-09-22,S5,Apparel,AP-684,receipt,50,0
2024-09-22,S5,Apparel,AP-143,count,0,2
2024-09-22,S5,Electronics,EL-521,count,0,0
2024-09-22,S5,Grocery,GR-898,sale,-3,0
2024-09-22,S5,Grocery,GR-802,sale,-5,0
2024-09-22,S5,Grocery,GR-688,return,1,0
2024-09-22,S5,Apparel,AP-665,sale,-5,0
2024-09-22,S5,Apparel,AP-225,return,3,0
2024-09-22,S5,Grocery,GR-178,count,0,-1
2024-09-23,S1,Grocery,GR-329,return,1,0
2024-09-23,S1,Apparel,AP-860,sale,-2,0
2024-09-23,S1,Electronics,EL-788,sale,-3,0
2024-09-23,S1,Electronics,EL-973,sale,-5,0
2024-09-23,S1,Electronics,EL-818,sale,-4,0
2024-09-23,S1,Apparel,AP-653,sale,-4,0
2024-09-23,S1,Electronics,EL-705,sale,-3,0
2024-09-23,S1,Apparel,AP-506,return,2,0
2024-09-23,S1,Home,HO-984,sale,-2,0
2024-09-23,S1,Home,HO-944,sale,-5,0
2024-09-23,S1,Home,HO-545,count,0,-1
2024-09-23,S1,Grocery,GR-309,count,0,1
2024-09-23,S1,Grocery,GR-638,sale,-3,0
2024-09-23,S1,Electronics,EL-713,sale,-3,0
2024-09-23,S1,Electronics,EL-397,sale,-3,0
2024-09-23,S1,Apparel,AP-883,count,0,1
2024-09-23,S2,Electronics,EL-629,return,3,0
2024-09-23,S2,Electronics,EL-463,sale,-2,0
2024-09-23,S2,Grocery,GR-838,return,1,0
2024-09-23,S2,Electronics,EL-548,sale,-2,0
2024-09-23,S2,Home,HO-756,count,0,-1
2024-09-23,S2,Home,HO-897,return,1,0
