enrolment_id,lesson_no,completed,completed_date
16308,4,1,2024-04-26
16308,5,1,2024-04-29
16308,6,1,2024-05-05
16308,7,1,2024-05-10
16308,8,0,
16309,1,1,2024-02-22
16309,2,1,2024-02-23
16309,3,1,2024-02-26
16309,4,0,
16310,1,1,2024-04-23
16310,2,1,2024-04-28
16310,3,0,
16311,1,0,
16312,1,1,2024-06-16
16312,2,1,2024-06-17
16312,3,1,2024-06-20
16312,4,0,
16313,1,0,
16314,1,0,
16315,1,1,2024-10-05
16315,2,1,2024-10-09
16315,3,0,
16316,1,1,2024-08-05
16316,2,1,2024-08-06
16316,3,1,2024-08-09
16316,4,1,2024-08-15
16316,5,1,2024-08-21
16316,6,1,2024-08-27
16316,7,1,2024-08-28
16316,8,1,2024-08-30
16316,9,1,2024-09-04
16316,10,1,2024-09-07
16316,11,1,2024-09-08
16316,12,0,
16317,1,1,2024-10-14
16317,2,1,2024-10-17
16317,3,1,2024-10-20
16317,4,0,
16318,1,1,2024-02-21
16318,2,1,2024-02-25
16318,3,0,
16319,1,1,2024-06-12
16319,2,1,2024-06-14
16319,3,1,2024-06-16
16319,4,1,2024-06-21
16319,5,1,2024-06-25
16319,6,1,2024-06-28
16319,7,1,2024-06-29
16319,8,1,2024-06-30
16319,9,1,2024-07-02
16319,10,1,2024-07-05
16319,11,1,2024-07-08
16319,12,0,
16320,1,1,2024-02-02
16320,2,0,
16321,1,1,2024-03-23
16321,2,1,2024-03-29
16321,3,1,2024-03-31
16321,4,1,2024-04-05
16321,5,1,2024-04-09
16321,6,1,2024-04-15
16321,7,1,2024-04-17
16321,8,1,2024-04-18
16321,9,0,
16322,1,1,2024-09-18
16322,2,1,2024-09-20
16322,3,0,
16323,1,1,2024-10-09
16323,2,1,2024-10-11
16323,3,0,
16324,1,1,2024-05-25
16324,2,1,2024-05-30
16324,3,0,
16325,1,1,2024-07-21
16325,2,1,2024-07-23
16325,3,1,2024-07-26
16325,4,0,
16326,1,1,2024-08-03
16326,2,1,2024-08-09
16326,3,0,
16327,1,1,2024-04-19
16327,2,1,2024-04-24
16327,3,1,2024-04-27
16327,4,1,2024-05-02
16327,5,1,2024-05-08
16327,6,1,2024-05-11
16327,7,1,2024-05-17
16327,8,0,
16328,1,1,2024-04-21
16328,2,1,2024-04-22
16328,3,1,2024-04-25
16328,4,1,2024-04-27
16328,5,1,2024-05-01
16328,6,1,2024-05-02
16328,7,1,2024-05-05
16328,8,1,2024-05-08
16328,9,0,
16329,1,1,2024-06-13
16329,2,1,2024-06-18
16329,3,1,2024-06-20
16329,4,1,2024-06-23
16329,5,1,2024-06-25
16329,6,1,2024-06-26
16329,7,1,2024-06-27
16329,8,0,
16330,1,1,2024-06-08
16330,2,1,2024-06-13
16330,3,1,2024-06-14
16330,4,1,2024-06-17
16330,5,1,2024-06-22
16330,6,1,2024-06-25
16330,7,0,
16331,1,1,2024-08-28
16331,2,0,
16332,1,1,2024-10-10
16332,2,1,2024-10-15
16332,3,1,2024-10-18
16332,4,1,2024-10-21
16332,5,1,2024-10-27
16332,6,1,2024-10-30
16332,7,1,2024-11-01
16332,8,1,2024-11-02
16332,9,1,2024-11-07
16332,10,1,2024-11-11
16332,11,0,
16333,1,1,2024-03-14
16333,2,1,2024-03-18
16333,3,1,2024-03-20
16333,4,1,2024-03-21
16333,5,0,
16334,1,1,2024-05-30
16334,2,1,2024-06-05
16334,3,0,
16335,1,1,2024-05-02
16335,2,1,2024-05-07
16335,3,1,2024-05-11
16335,4,1,2024-05-14
16335,5,1,2024-05-15
16335,6,1,2024-05-18
16335,7,0,
16336,1,1,2024-07-03
16336,2,0,
16337,1,1,2024-10-07
16337,2,1,2024-10-11
16337,3,1,2024-10-12
16337,4,1,2024-10-13
16337,5,1,2024-10-17
16337,6,1,2024-10-21
16337,7,0,
16338,1,1,2024-10-12
16338,2,1,2024-10-16
16338,3,1,2024-10-17
16338,4,1,2024-10-19
16338,5,0,
16339,1,1,2024-04-24
16339,2,1,2024-04-29
16339,3,1,2024-05-02
16339,4,1,2024-05-04
16339,5,0,
16340,1,0,
16341,1,1,2024-09-14
16341,2,1,2024-09-19
16341,3,1,2024-09-21
16341,4,1,2024-09-27
16341,5,1,2024-10-03
16341,6,1,2024-10-05
16341,7,0,
16342,1,1,2024-08-26
16342,2,0,
16343,1,1,2024-05-30
16343,2,1,2024-06-03
16343,3,1,2024-06-08
16343,4,1,2024-06-09
16343,5,1,2024-06-13
16343,6,0,
16344,1,1,2024-10-31
16344,2,0,
16345,1,1,2024-06-23
16345,2,0,
16346,1,1,2024-08-27
16346,2,1,2024-08-29
16346,3,1,2024-09-01
16346,4,1,2024-09-04
16346,5,1,2024-09-10
16346,6,1,2024-09-16
16346,7,0,
16347,1,1,2024-02-04
16347,2,1,2024-02-09
16347,3,1,2024-02-14
16347,4,1,2024-02-17
16347,5,0,
16348,1,1,2024-02-10
16348,2,0,
16349,1,1,2024-03-11
16349,2,1,2024-03-15
16349,3,1,2024-03-20
16349,4,1,2024-03-24
16349,5,1,2024-03-25
16349,6,0,
16350,1,1,2024-06-24
16350,2,0,
16351,1,0,
16352,1,1,2024-09-20
16352,2,1,2024-09-21
16352,3,0,
16353,1,1,2024-07-27
16353,2,1,2024-08-02
16353,3,0,
16354,1,1,2024-09-23
16354,2,1,2024-09-28
16354,3,1,2024-09-30
16354,4,1,2024-10-06
16354,5,1,2024-10-09
16354,6,1,2024-10-15
16354,7,1,2024-10-19
16354,8,1,2024-10-20
16354,9,1,2024-10-26
16354,10,1,2024-10-29
16354,11,0,
16355,1,1,2024-10-14
16355,2,1,2024-10-17
16355,3,1,2024-10-21
16355,4,1,2024-10-22
16355,5,1,2024-10-27
16355,6,1,2024-10-28
16355,7,0,
16356,1,1,2024-04-09
16356,2,1,2024-04-14
16356,3,0,
16357,1,1,2024-03-28
16357,2,1,2024-04-03
16357,3,1,2024-04-09
16357,4,1,2024-04-13
16357,5,1,2024-04-16
16357,6,0,
16358,1,1,2024-09-10
16358,2,1,2024-09-14
16358,3,1,2024-09-18
16358,4,0,
16359,1,1,2024-03-27
16359,2,1,2024-04-02
16359,3,1,2024-04-06
16359,4,1,2024-04-12
16359,5,0,
16360,1,1,2024-05-03
16360,2,1,2024-05-07
16360,3,0,
16361,1,1,2024-09-22
16361,2,1,2024-09-24
16361,3,1,2024-09-26
16361,4,1,2024-10-01
16361,5,0,
16362,1,1,2024-05-20
16362,2,1,2024-05-24
16362,3,0,
16363,1,0,
16364,1,1,2024-04-22
16364,2,0,
16365,1,1,2024-09-01
16365,2,1,2024-09-04
16365,3,0,
16366,1,1,2024-10-25
16366,2,1,2024-10-26
16366,3,1,2024-10-28
16366,4,1,2024-11-01
16366,5,0,
16367,1,0,
16368,1,1,2024-01-29
16368,2,1,2024-01-30
16368,3,1,2024-02-02
16368,4,1,2024-02-06
16368,5,1,2024-02-12
16368,6,0,
16369,1,1,2024-08-09
16369,2,1,2024-08-12
16369,3,1,2024-08-17
16369,4,1,2024-08-21
16369,5,0,
16370,1,1,2024-02-10
16370,2,1,2024-02-11
16370,3,1,2024-02-13
16370,4,1,2024-02-16
16370,5,0,
16371,1,1,2024-04-20
16371,2,0,
16372,1,0,
16373,1,1,2024-01-19
16373,2,1,2024-01-22
16373,3,1,2024-01-23
16373,4,1,2024-01-24
16373,5,1,2024-01-29
16373,6,1,2024-02-01
16373,7,1,2024-02-06
16373,8,1,2024-02-12
16373,9,1,2024-02-15
16373,10,0,
16374,1,1,2024-01-31
16374,2,0,
16375,1,1,2024-03-05
16375,2,1,2024-03-09
16375,3,1,2024-03-11
16375,4,0,
16376,1,1,2024-05-15
16376,2,1,2024-05-21
16376,3,1,2024-05-26
16376,4,1,2024-05-28
16376,5,1,2024-06-01
16376,6,1,2024-06-02
16376,7,0,
16377,1,1,2024-06-08
16377,2,1,2024-06-09
16377,3,1,2024-06-12
16377,4,0,
16378,1,1,2024-01-05
16378,2,1,2024-01-07
16378,3,1,2024-01-13
16378,4,1,2024-01-18
16378,5,1,2024-01-19
16378,6,1,2024-01-24
16378,7,1,2024-01-29
16378,8,1,2024-02-01
16378,9,0,
16379,1,1,2024-03-25
16379,2,1,2024-03-31
16379,3,0,
16380,1,1,2024-09-12
16380,2,1,2024-09-14
16380,3,1,2024-09-18
16380,4,0,
16381,1,1,2024-03-24
16381,2,0,
16382,1,1,2024-02-05
16382,2,1,2024-02-07
16382,3,1,2024-02-09
16382,4,1,2024-02-11
16382,5,1,2024-02-14
16382,6,1,2024-02-15
16382,7,1,2024-02-19
16382,8,1,2024-02-22
16382,9,0,
16383,1,1,2024-09-06
16383,2,1,2024-09-12
16383,3,1,2024-09-15
16383,4,1,2024-09-18
16383,5,1,2024-09-24
16383,6,1,2024-09-25
16383,7,0,
16384,1,1,2024-02-16
16384,2,1,2024-02-19
16384,3,1,2024-02-23
16384,4,0,
16385,1,1,2024-10-27
16385,2,1,2024-10-28
16385,3,0,
16386,1,1,2024-09-01
16386,2,1,2024-09-07
16386,3,1,2024-09-12
16386,4,1,2024-09-14
16386,5,0,
16387,1,1,2024-04-06
16387,2,1,2024-04-08
16387,3,1,2024-04-11
16387,4,1,2024-04-12
16387,5,1,2024-04-14
16387,6,1,2024-04-18
16387,7,0,
16388,1,0,
16389,1,1,2024-05-05
16389,2,1,2024-05-10
16389,3,1,2024-05-16
16389,4,1,2024-05-17
16389,5,1,2024-05-21
16389,6,1,2024-05-26
16389,7,0,
16390,1,1,2024-05-30
16390,2,0,
16391,1,1,2024-03-25
16391,2,1,2024-03-30
16391,3,0,
16392,1,0,
16393,1,1,2024-02-16
16393,2,1,2024-02-17
16393,3,1,2024-02-22
16393,4,0,
16394,1,0,
16395,1,1,2024-08-26
16395,2,1,2024-08-28
16395,3,1,2024-08-31
16395,4,1,2024-09-05
16395,5,1,2024-09-09
16395,6,1,2024-09-11
16395,7,1,2024-09-16
16395,8,0,
16396,1,1,2024-04-08
16396,2,1,2024-04-10
16396,3,0,
16397,1,0,
16398,1,1,2024-06-30
16398,2,0,
16399,1,1,2024-03-08
16399,2,1,2024-03-12
16399,3,1,2024-03-15
16399,4,1,2024-03-19
16399,5,1,2024-03-21
16399,6,1,2024-03-24
16399,7,1,2024-03-27
16399,8,0,
16400,1,1,2024-07-27
16400,2,1,2024-07-29
16400,3,1,2024-08-01
16400,4,1,2024-08-07
16400,5,0,
16401,1,1,2024-09-15
16401,2,1,2024-09-18
16401,3,1,2024-09-22
16401,4,1,2024-09-28
16401,5,0,
16402,1,1,2024-06-25
16402,2,1,2024-06-30
16402,3,1,2024-07-06
16402,4,0,
16403,1,1,2024-09-22
16403,2,1,2024-09-28
16403,3,0,
16404,1,1,2024-08-28
16404,2,1,2024-08-29
16404,3,1,2024-08-31
16404,4,0,
16405,1,1,2024-06-28
16405,2,1,2024-06-30
16405,3,1,2024-07-05
16405,4,0,
16406,1,1,2024-08-03
16406,2,1,2024-08-07
16406,3,0,
16407,1,1,2024-02-08
16407,2,1,2024-02-13
16407,3,1,2024-02-17
16407,4,1,2024-02-20
16407,5,1,2024-02-22
16407,6,1,2024-02-23
16407,7,1,2024-02-29
16407,8,1,2024-03-04
16407,9,1,2024-03-05
16407,10,1,2024-03-07
16407,11,0,
16408,1,1,2024-03-24
16408,2,1,2024-03-26
16408,3,1,2024-03-27
16408,4,1,2024-04-02
16408,5,1,2024-04-04
16408,6,1,2024-04-06
16408,7,1,2024-04-11
16408,8,1,2024-04-13
16408,9,1,2024-04-18
16408,10,1,2024-04-21
16408,11,1,2024-04-26
16408,12,1,2024-04-27
16409,1,1,2024-04-26
16409,2,1,2024-04-30
16409,3,1,2024-05-04
16409,4,1,2024-05-07
16409,5,0,
16410,1,1,2024-03-03
16410,2,1,2024-03-09
16410,3,1,2024-03-15
16410,4,1,2024-03-17
16410,5,1,2024-03-20
16410,6,1,2024-03-23
16410,7,1,2024-03-28
16410,8,1,2024-03-31
16410,9,1,2024-04-01
16410,10,1,2024-04-02
16410,11,1,2024-04-04
16410,12,1,2024-04-08
16411,1,1,2024-04-22
16411,2,1,2024-04-25
16411,3,1,2024-04-26
16411,4,1,2024-05-02
16411,5,1,2024-05-03
16411,6,1,2024-05-08
16411,7,1,2024-05-09
16411,8,1,2024-05-12
16411,9,1,2024-05-18
16411,10,1,2024-05-22
16411,11,1,2024-05-28
16411,12,0,
16412,1,1,2024-01-07
16412,2,1,2024-01-08
16412,3,1,2024-01-11
16412,4,1,2024-01-17
16412,5,0,
16413,1,1,2024-09-29
16413,2,1,2024-09-30
16413,3,1,2024-10-01
16413,4,1,2024-10-03
16413,5,1,2024-10-09
16413,6,1,2024-10-14
16413,7,0,
16414,1,1,2024-06-11
16414,2,1,2024-06-14
16414,3,1,2024-06-19
16414,4,0,
16415,1,1,2024-08-14
16415,2,1,2024-08-19
16415,3,1,2024-08-22
16415,4,0,
16416,1,1,2024-04-09
16416,2,1,2024-04-13
16416,3,1,2024-04-16
16416,4,1,2024-04-18
16416,5,1,2024-04-22
16416,6,1,2024-04-23
16416,7,1,2024-04-25
16416,8,1,2024-04-28
16416,9,0,
16417,1,0,
16418,1,1,2024-05-22
16418,2,1,2024-05-28
16418,3,1,2024-06-02
16418,4,1,2024-06-07
16418,5,1,2024-06-08
16418,6,1,2024-06-14
16418,7,1,2024-06-20
16418,8,1,2024-06-24
16418,9,1,2024-06-26
16418,10,0,
16419,1,1,2024-02-11
16419,2,0,
16420,1,1,2024-02-13
16420,2,1,2024-02-15
16420,3,1,2024-02-18
16420,4,0,
16421,1,1,2024-06-29
16421,2,1,2024-07-02
16421,3,1,2024-07-03
16421,4,1,2024-07-04
16421,5,1,2024-07-06
16421,6,1,2024-07-08
16421,7,1,2024-07-14
16421,8,1,2024-07-17
16421,9,1,2024-07-19
16421,10,0,
16422,1,1,2024-01-31
16422,2,1,2024-02-01
16422,3,1,2024-02-05
16422,4,1,2024-02-07
16422,5,1,2024-02-11
16422,6,0,
16423,1,1,2024-02-23
16423,2,1,2024-02-25
16423,3,0,
16424,1,1,2024-07-11
16424,2,1,2024-07-14
16424,3,1,2024-07-15
16424,4,1,2024-07-16
16424,5,0,
16425,1,1,2024-07-22
16425,2,1,2024-07-28
16425,3,1,2024-07-31
16425,4,1,2024-08-06
16425,5,1,2024-08-07
16425,6,0,
16426,1,0,
16427,1,1,2024-03-02
16427,2,1,2024-03-03
16427,3,1,2024-03-05
16427,4,1,2024-03-10
16427,5,1,2024-03-11
16427,6,1,2024-03-12
16427,7,0,
16428,1,1,2024-05-29
16428,2,1,2024-05-30
16428,3,1,2024-06-04
16428,4,1,2024-06-09
16428,5,1,2024-06-15
16428,6,1,2024-06-20
16428,7,1,2024-06-25
16428,8,1,2024-06-29
16428,9,1,2024-07-05
16428,10,1,2024-07-09
16428,11,1,2024-07-10
16428,12,1,2024-07-16
16429,1,1,2024-08-18
16429,2,1,2024-08-21
16429,3,1,2024-08-26
16429,4,1,2024-09-01
16429,5,0,
16430,1,1,2024-02-02
16430,2,1,2024-02-08
16430,3,1,2024-02-11
16430,4,1,2024-02-13
16430,5,1,2024-02-16
16430,6,1,2024-02-21
16430,7,1,2024-02-25
16430,8,0,
16431,1,1,2024-04-02
16431,2,1,2024-04-08
16431,3,1,2024-04-09
16431,4,1,2024-04-14
16431,5,1,2024-04-17
16431,6,1,2024-04-22
16431,7,1,2024-04-23
16431,8,1,2024-04-28
16431,9,1,2024-05-02
16431,10,0,
16432,1,1,2024-08-26
16432,2,1,2024-08-28
16432,3,1,2024-09-02
16432,4,1,2024-09-06
16432,5,1,2024-09-08
16432,6,1,2024-09-14
16432,7,1,2024-09-16
16432,8,0,
16433,1,0,
16434,1,1,2024-08-20
16434,2,1,2024-08-24
16434,3,0,
16435,1,1,2024-10-11
16435,2,1,2024-10-13
16435,3,1,2024-10-14
16435,4,1,2024-10-20
16435,5,1,2024-10-23
16435,6,1,2024-10-26
16435,7,0,
16436,1,1,2024-01-26
16436,2,1,2024-01-31
16436,3,1,2024-02-05
16436,4,1,2024-02-09
16436,5,0,
16437,1,1,2024-06-11
16437,2,0,
16438,1,1,2024-07-23
16438,2,1,2024-07-27
16438,3,0,
16439,1,1,2024-04-02
16439,2,1,2024-04-08
16439,3,1,2024-04-10
16439,4,1,2024-04-14
16439,5,1,2024-04-20
16439,6,1,2024-04-25
16439,7,1,2024-04-28
16439,8,1,2024-05-01
16439,9,1,2024-05-07
16439,10,1,2024-05-08
16439,11,1,2024-05-12
16439,12,1,2024-05-16
16440,1,0,
16441,1,1,2024-02-08
16441,2,1,2024-02-11
16441,3,1,2024-02-12
16441,4,0,
16442,1,1,2024-03-14
16442,2,1,2024-03-19
16442,3,1,2024-03-22
16442,4,1,2024-03-28
16442,5,1,2024-03-30
16442,6,1,2024-04-01
16442,7,0,
16443,1,1,2024-04-29
16443,2,1,2024-05-05
16443,3,1,2024-05-10
16443,4,0,
16444,1,1,2024-01-21
16444,2,1,2024-01-23
16444,3,1,2024-01-26
16444,4,0,
16445,1,1,2024-09-24
16445,2,1,2024-09-30
16445,3,1,2024-10-06
16445,4,0,
16446,1,1,2024-04-11
16446,2,1,2024-04-13
16446,3,1,2024-04-18
16446,4,0,
16447,1,1,2024-03-26
16447,2,1,2024-03-31
16447,3,1,2024-04-01
16447,4,0,
16448,1,1,2024-06-15
16448,2,1,2024-06-19
16448,3,1,2024-06-25
16448,4,1,2024-07-01
16448,5,1,2024-07-06
16448,6,1,2024-07-07
16448,7,1,2024-07-08
16448,8,1,2024-07-10
16448,9,0,
16449,1,1,2024-04-30
16449,2,1,2024-05-04
16449,3,1,2024-05-08
16449,4,1,2024-05-14
16449,5,1,2024-05-20
16449,6,1,2024-05-21
16449,7,1,2024-05-24
16449,8,1,2024-05-30
16449,9,0,
16450,1,1,2024-09-02
16450,2,1,2024-09-06
16450,3,0,
16451,1,1,2024-05-31
16451,2,1,2024-06-05
16451,3,1,2024-06-11
16451,4,1,2024-06-17
16451,5,1,2024-06-19
16451,6,1,2024-06-22
16451,7,0,
16452,1,1,2024-10-04
16452,2,1,2024-10-09
16452,3,1,2024-10-11
16452,4,1,2024-10-13
16452,5,1,2024-10-15
16452,6,0,
16453,1,1,2024-06-07
16453,2,1,2024-06-12
16453,3,1,2024-06-18
16453,4,1,2024-06-20
16453,5,1,2024-06-23
16453,6,1,2024-06-24
16453,7,1,2024-06-25
16453,8,1,2024-06-27
16453,9,1,2024-07-01
16453,10,1,2024-07-07
16453,11,0,
16454,1,1,2024-08-03
16454,2,1,2024-08-09
16454,3,1,2024-08-11
16454,4,1,2024-08-12
16454,5,1,2024-08-18
16454,6,1,2024-08-19
16454,7,0,
16455,1,1,2024-04-28
16455,2,1,2024-04-29
16455,3,1,2024-05-05
16455,4,1,2024-05-10
16455,5,1,2024-05-14
16455,6,1,2024-05-16
16455,7,1,2024-05-18
16455,8,1,2024-05-20
16455,9,1,2024-05-26
16455,10,0,
16456,1,1,2024-04-09
16456,2,1,2024-04-12
16456,3,1,2024-04-14
16456,4,1,2024-04-16
16456,5,1,2024-04-17
16456,6,1,2024-04-20
16456,7,0,
16457,1,1,2024-03-20
16457,2,1,2024-03-23
16457,3,1,2024-03-28
16457,4,1,2024-04-01
16457,5,1,2024-04-07
16457,6,1,2024-04-12
16457,7,1,2024-04-13
16457,8,0,
16458,1,1,2024-01-13
16458,2,1,2024-01-15
16458,3,1,2024-01-18
16458,4,1,2024-01-22
16458,5,1,2024-01-27
16458,6,1,2024-01-30
16458,7,0,
16459,1,1,2024-08-13
16459,2,1,2024-08-15
16459,3,1,2024-08-19
16459,4,1,2024-08-23
16459,5,1,2024-08-25
16459,6,1,2024-08-30
16459,7,1,2024-09-03
16459,8,0,
16460,1,1,2024-10-10
16460,2,1,2024-10-11
16460,3,0,
16461,1,1,2024-06-07
16461,2,1,2024-06-09
16461,3,1,2024-06-10
16461,4,0,
16462,1,1,2024-05-30
16462,2,0,
16463,1,1,2024-06-04
16463,2,1,2024-06-09
16463,3,1,2024-06-15
16463,4,1,2024-06-19
16463,5,1,2024-06-24
16463,6,1,2024-06-28
16463,7,1,2024-06-30
16463,8,1,2024-07-01
16463,9,1,2024-07-07
16463,10,1,2024-07-08
16463,11,0,
16464,1,1,2024-06-21
16464,2,0,
16465,1,1,2024-02-07
16465,2,1,2024-02-12
16465,3,1,2024-02-18
16465,4,1,2024-02-20
16465,5,0,
16466,1,1,2024-08-19
16466,2,1,2024-08-20
16466,3,1,2024-08-21
16466,4,1,2024-08-22
16466,5,1,2024-08-25
16466,6,1,2024-08-28
16466,7,0,
16467,1,1,2024-01-25
16467,2,1,2024-01-29
16467,3,1,2024-02-02
16467,4,1,2024-02-07
16467,5,1,2024-02-08
16467,6,1,2024-02-09
16467,7,1,2024-02-11
16467,8,0,
16468,1,0,
16469,1,1,2024-04-17
16469,2,1,2024-04-18
16469,3,1,2024-04-19
16469,4,1,2024-04-25
16469,5,1,2024-04-30
16469,6,1,2024-05-03
16469,7,0,
16470,1,1,2024-01-19
16470,2,0,
16471,1,1,2024-02-17
16471,2,1,2024-02-23
16471,3,1,2024-02-26
16471,4,1,2024-02-27
16471,5,0,
16472,1,1,2024-08-21
16472,2,1,2024-08-27
16472,3,1,2024-08-31
16472,4,0,
16473,1,1,2024-04-29
16473,2,1,2024-05-04
16473,3,1,2024-05-06
16473,4,1,2024-05-08
16473,5,1,2024-05-11
16473,6,1,2024-05-17
16473,7,1,2024-05-20
16473,8,1,2024-05-26
16473,9,1,2024-05-28
16473,10,1,2024-05-29
16473,11,1,2024-06-04
16473,12,1,2024-06-07
16474,1,1,2024-04-04
16474,2,1,2024-04-05
16474,3,1,2024-04-11
16474,4,1,2024-04-17
16474,5,1,2024-04-19
16474,6,1,2024-04-22
16474,7,1,2024-04-25
16474,8,1,2024-05-01
16474,9,1,2024-05-02
16474,10,1,2024-05-06
16474,11,0,
16475,1,1,2024-06-28
16475,2,1,2024-07-03
16475,3,1,2024-07-08
16475,4,1,2024-07-12
16475,5,1,2024-07-16
16475,6,1,2024-07-21
16475,7,0,
16476,1,1,2024-07-18
16476,2,1,2024-07-24
16476,3,1,2024-07-26
16476,4,1,2024-07-30
16476,5,1,2024-08-05
16476,6,1,2024-08-10
16476,7,1,2024-08-16
16476,8,1,2024-08-19
16476,9,0,
16477,1,1,2024-01-18
16477,2,1,2024-01-20
16477,3,1,2024-01-22
16477,4,1,2024-01-24
16477,5,1,2024-01-26
16477,6,1,2024-02-01
16477,7,1,2024-02-07
16477,8,1,2024-02-12
16477,9,0,
16478,1,1,2024-09-22
16478,2,0,
16479,1,0,
16480,1,1,2024-07-31
16480,2,1,2024-08-05
16480,3,1,2024-08-08
16480,4,1,2024-08-13
16480,5,1,2024-08-18
16480,6,1,2024-08-23
16480,7,0,
16481,1,1,2024-07-11
16481,2,1,2024-07-16
16481,3,1,2024-07-21
16481,4,1,2024-07-24
16481,5,1,2024-07-28
16481,6,1,2024-08-01
16481,7,0,
16482,1,1,2024-05-14
16482,2,1,2024-05-18
16482,3,1,2024-05-19
16482,4,1,2024-05-23
16482,5,0,
16483,1,1,2024-04-20
16483,2,0,
16484,1,1,2024-10-05
16484,2,1,2024-10-07
16484,3,1,2024-10-11
16484,4,1,2024-10-14
16484,5,1,2024-10-16
16484,6,1,2024-10-20
16484,7,0,
16485,1,1,2024-06-04
16485,2,1,2024-06-10
16485,3,1,2024-06-13
16485,4,1,2024-06-19
16485,5,1,2024-06-23
16485,6,0,
16486,1,1,2024-06-25
16486,2,0,
16487,1,1,2024-06-24
16487,2,1,2024-06-26
16487,3,0,
16488,1,0,
16489,1,1,2024-06-29
16489,2,1,2024-07-02
16489,3,1,2024-07-04
16489,4,1,2024-07-07
16489,5,1,2024-07-11
16489,6,1,2024-07-16
16489,7,0,
16490,1,1,2024-05-21
16490,2,1,2024-05-23
16490,3,0,
16491,1,1,2024-02-01
16491,2,1,2024-02-04
16491,3,0,
16492,1,1,2024-04-29
16492,2,1,2024-04-30
16492,3,1,2024-05-02
16492,4,1,2024-05-03
16492,5,1,2024-05-09
16492,6,1,2024-05-13
16492,7,1,2024-05-14
16492,8,1,2024-05-20
16492,9,1,2024-05-25
16492,10,0,
16493,1,1,2024-05-30
16493,2,0,
16494,1,1,2024-04-12
16494,2,1,2024-04-17
16494,3,1,2024-04-22
16494,4,1,2024-04-27
16494,5,1,2024-04-29
16494,6,1,2024-05-05
16494,7,0,
16495,1,1,2024-04-04
16495,2,0,
16496,1,1,2024-01-24
16496,2,1,2024-01-25
16496,3,1,2024-01-27
16496,4,1,2024-01-31
16496,5,1,2024-02-04
16496,6,1,2024-02-07
16496,7,1,2024-02-11
16496,8,1,2024-02-17
16496,9,1,2024-02-21
16496,10,0,
16497,1,1,2024-02-22
16497,2,1,2024-02-26
16497,3,1,2024-03-02
16497,4,1,2024-03-04
16497,5,1,2024-03-05
16497,6,0,
16498,1,1,2024-06-27
16498,2,1,2024-07-02
16498,3,1,2024-07-08
16498,4,0,
16499,1,1,2024-01-26
16499,2,0,
16500,1,1,2024-04-24
16500,2,1,2024-04-30
16500,3,1,2024-05-02
16500,4,1,2024-05-05
16500,5,1,2024-05-06
16500,6,1,2024-05-08
16500,7,1,2024-05-13
16500,8,1,2024-05-15
16500,9,0,
16501,1,1,2024-09-30
16501,2,0,
16502,1,1,2024-08-18
16502,2,1,2024-08-20
16502,3,1,2024-08-26
16502,4,1,2024-08-28
16502,5,1,2024-09-01
16502,6,1,2024-09-07
16502,7,1,2024-09-13
16502,8,1,2024-09-18
16502,9,1,2024-09-22
16502,10,1,2024-09-26
16502,11,0,
16503,1,1,2024-10-21
16503,2,1,2024-10-24
16503,3,1,2024-10-26
16503,4,1,2024-10-28
16503,5,1,2024-11-01
16503,6,0,
16504,1,1,2024-07-11
16504,2,1,2024-07-17
16504,3,0,
16505,1,1,2024-02-26
16505,2,1,2024-02-28
16505,3,1,2024-03-01
16505,4,1,2024-03-04
16505,5,1,2024-03-07
16505,6,1,2024-03-12
16505,7,1,2024-03-15
16505,8,0,
16506,1,1,2024-06-10
16506,2,1,2024-06-12
16506,3,1,2024-06-17
16506,4,1,2024-06-21
16506,5,1,2024-06-27
16506,6,1,2024-06-28
16506,7,1,2024-07-02
16506,8,1,2024-07-07
16506,9,1,2024-07-09
16506,10,0,
16507,1,1,2024-02-09
16507,2,1,2024-02-12
16507,3,1,2024-02-14
16507,4,1,2024-02-20
16507,5,1,2024-02-21
16507,6,1,2024-02-27
16507,7,1,2024-03-01
16507,8,1,2024-03-05
16507,9,1,2024-03-09
16507,10,1,2024-03-15
16507,11,1,2024-03-19
16507,12,1,2024-03-22
16508,1,1,2024-06-19
16508,2,1,2024-06-23
16508,3,1,2024-06-29
16508,4,1,2024-06-30
16508,5,1,2024-07-05
16508,6,0,
16509,1,1,2024-02-05
16509,2,1,2024-02-08
16509,3,1,2024-02-11
16509,4,0,
16510,1,0,
16511,1,1,2024-01-29
16511,2,1,2024-02-02
16511,3,1,2024-02-03
16511,4,1,2024-02-05
16511,5,1,2024-02-07
16511,6,1,2024-02-09
16511,7,1,2024-02-10
16511,8,1,2024-02-12
16511,9,0,
16512,1,1,2024-09-02
16512,2,1,2024-09-04
16512,3,1,2024-09-05
16512,4,1,2024-09-07
16512,5,0,
16513,1,1,2024-06-23
16513,2,1,2024-06-24
16513,3,0,
16514,1,1,2024-04-29
16514,2,1,2024-05-05
16514,3,0,
16515,1,1,2024-03-22
16515,2,1,2024-03-27
16515,3,1,2024-03-30
16515,4,1,2024-04-01
16515,5,1,2024-04-02
16515,6,1,2024-04-03
16515,7,1,2024-04-07
16515,8,0,
16516,1,1,2024-08-26
16516,2,1,2024-09-01
16516,3,1,2024-09-03
16516,4,1,2024-09-09
16516,5,1,2024-09-12
16516,6,1,2024-09-17
