subscriber_id,plan,tenure_months,monthly_gb,monthly_bill,support_tickets,churned
11749,M,41,9,22.77,2,0
11750,XL,67,10.4,24.52,6,0
11751,L,41,8.5,22.15,1,0
11752,L,683,4.4,17.24,0,0
11753,S,26,11.7,26.09,0,0
11754,L,2,7.2,23.69,1,0
11755,M,3,9.7,26.7,1,0
11756,M,17,7.4,23.91,1,0
11757,L,30,10.3,24.37,1,1
11758,M,4,5.8,21.97,5,0
11759,L,45,6.9,20.28,5,0
11760,S,28,9.2,23,5,0
11761,XL,55,8.4,22.13,6,0
11762,S,35,6.2,19.4,2,0
11763,M,41,7,20.45,5,0
11764,M,29,8.1,21.71,5,0
11765,L,41,6.6,19.86,3,0
11766,L,27,8.6,22.37,3,0
11767,L,19,6.8,23.13,3,0
11768,L,19,8.9,25.7,2,0
11769,M,32,7.7,21.3,0,0
11770,L,35,10.3,24.34,5,0
11771,M,21,10,27.01,1,0
11772,S,5,10,27.03,4,0
11773,L,38,9.4,23.23,4,0
11774,L,64,7.6,21.09,4,0
11775,XL,6,5.6,21.72,2,1
11776,XL,3,10.4,27.42,4,0
11777,XL,26,6.7,20.08,5,0
11778,XL,69,8,21.6,0,0
11779,L,71,5.7,18.81,4,0
11780,L,53,4.7,17.68,4,0
11781,L,19,6.4,22.62,5,0
11782,XL,36,9,22.81,6,0
11783,S,71,7.8,21.39,2,0
11784,S,18,8.9,25.63,1,0
11785,L,32,5.8,18.91,5,0
11786,L,28,4.9,17.94,6,0
11787,L,7,8.6,25.32,1,1
11788,XL,56,7.9,21.46,1,0
11789,L,33,9.4,23.32,5,0
11790,XL,72,7.5,21.06,5,0
11791,L,29,6.6,19.98,3,0
11792,XL,65,4.6,17.57,0,0
11793,L,37,11.2,25.46,2,0
11794,S,68,8.5,22.18,2,1
11795,S,6,8.7,25.38,6,1
11796,M,45,4.7,17.63,6,1
11797,L,50,9.2,23.01,2,0
11798,L,24,7.6,24.14,5,1
11799,XL,1,9.5,26.43,2,0
11800,L,62,9.2,23,0,0
11801,XL,652,8.9,22.67,3,0
11802,L,51,7.1,20.55,1,0
11803,XL,21,7.4,23.9,1,0
11804,M,30,11.8,26.14,5,0
11805,XL,11,7.4,23.89,4,0
11806,L,16,11.6,28.86,3,0
11807,L,29,5.9,19.04,4,0
11808,XL,62,6,19.19,0,0
11809,XL,51,6.9,20.31,6,0
11810,S,67,6.4,19.65,4,1
11811,XL,57,8.6,22.35,5,0
11812,S,37,7.5,21.03,6,0
11813,M,19,8.3,24.99,0,0
11814,L,13,7.4,23.9,4,0
11815,S,46,7.8,21.41,0,0
11816,S,25,5.4,18.48,6,0
11817,M,59,7.3,20.82,3,0
11818,M,23,8.6,25.35,2,0
11819,XL,63,9.8,23.78,6,0
11820,XL,19,6.8,23.14,4,1
11821,M,26,9.7,23.61,0,0
11822,M,43,8.5,22.23,3,0
11823,L,5,6.8,23.15,6,0
11824,M,22,7,23.36,6,0
11825,S,3,6.5,22.77,5,0
11826,L,60,8.5,22.15,1,1
11827,XL,809,6.2,19.44,2,0
11828,L,72,6,19.16,2,0
11829,S,48,9.2,23.01,3,0
11830,XL,63,9.4,23.22,2,0
11831,L,39,11.7,26.06,3,0
11832,S,33,7,20.37,5,0
11833,M,21,7.7,24.24,1,0
11834,M,41,5.7,18.81,5,0
11835,XL,27,6.7,20.03,0,0
11836,M,57,12.3,26.78,4,0
11837,L,2,10.1,27.11,2,0
11838,L,68,9.4,23.26,1,0
11839,XL,860,7.9,21.43,5,0
11840,L,31,5.2,18.19,5,0
11841,L,14,7.8,24.33,2,0
11842,S,53,8.4,22.14,4,0
11843,XL,16,10.2,27.26,5,0
11844,XL,54,4.5,17.41,5,1
11845,XL,69,6.9,20.29,5,0
11846,L,39,10.5,24.6,4,0
11847,M,3,10.2,27.19,6,0
11848,L,37,6.8,20.14,5,0
11849,XL,37,7.1,20.51,0,0
11850,L,42,8.7,22.39,4,0
11851,XL,15,10.1,27.13,2,0
11852,L,27,9.2,23.02,3,0
11853,M,20,6.2,22.49,1,0
11854,L,676,9.4,23.24,0,0
11855,S,5,6.3,22.53,0,0
11856,XL,8,9.5,26.46,3,0
11857,XL,23,5.7,21.83,0,0
11858,M,29,10.8,24.97,2,1
11859,XL,65,9,22.79,5,0
11860,L,16,8.1,24.71,2,0
11861,L,12,8.9,25.7,0,0
11862,XL,45,9.6,23.51,2,1
11863,M,43,7,20.37,4,0
11864,S,52,9.4,23.29,2,0
11865,L,46,7.2,20.68,6,0
11866,M,17,6.1,22.34,3,0
11867,M,35,6.3,19.5,0,0
11868,M,61,9.3,23.1,5,0
11869,L,34,11.2,25.45,3,0
11870,M,3,6.6,22.9,6,0
11871,L,56,9,22.84,3,1
11872,S,13,10.2,27.19,4,0
11873,S,27,7.8,21.38,1,0
11874,XL,8,6.3,22.58,5,0
11875,L,28,5,17.99,5,1
11876,XL,55,10.2,24.25,6,1
11877,XL,13,10,27.06,2,0
11878,L,37,10,23.99,3,0
11879,M,1,10.9,28.05,3,0
11880,S,69,11.4,25.67,3,0
11881,XL,20,10.3,27.36,2,0
11882,M,69,8.4,22.13,1,0
11883,XL,56,6.6,19.92,2,0
11884,M,2,7.7,24.28,0,0
11885,L,27,5.3,18.41,3,0
11886,M,22,8.5,25.22,4,0
11887,L,31,9.3,23.2,3,0
11888,S,4,6.1,22.27,5,0
11889,M,27,11.8,26.15,5,1
11890,L,31,8.7,22.38,2,0
11891,M,7,7.7,24.29,2,0
11892,L,18,6.7,23.03,5,0
11893,XL,39,5.7,18.84,4,0
11894,XL,71,7.6,21.16,6,1
11895,XL,70,9.7,23.69,3,0
11896,L,50,6,19.17,5,0
11897,XL,35,8.3,21.98,1,0
11898,XL,12,5.1,21.17,4,0
11899,L,37,10.1,24.15,6,0
11900,M,880,8.2,21.78,0,0
11901,S,71,8.2,21.85,0,0
11902,S,21,6.9,23.32,1,0
11903,L,30,11.2,25.44,0,1
11904,XL,62,8.6,22.29,2,0
11905,L,43,9.1,22.96,4,0
11906,S,51,9.2,23.02,6,0
11907,L,11,6.1,22.36,0,0
11908,XL,8,11.8,29.11,5,0
11909,XL,29,7.9,21.49,0,0
11910,M,12,7.8,24.31,0,0
11911,L,652,6.2,19.39,0,0
11912,S,34,8.5,22.17,1,1
11913,L,43,5.8,18.93,4,0
11914,XL,27,8.1,21.66,1,0
11915,XL,48,6,19.18,5,0
11916,S,31,7.6,21.13,2,0
11917,XL,12,7.3,23.78,2,1
11918,S,69,10.1,24.16,0,0
11919,L,29,7.5,20.94,3,0
11920,L,9,5,20.95,0,0
11921,L,67,9.5,23.45,0,0
11922,M,45,7.3,20.77,2,0
11923,XL,1,6.3,22.52,5,0
11924,S,59,8.5,22.21,2,0
11925,S,10,5.5,21.55,1,0
11926,M,70,9.1,22.91,6,0
11927,XL,35,9.1,22.97,3,0
11928,M,8,7.7,24.19,4,0
11929,XL,64,5.7,18.83,5,0
11930,M,15,4.5,20.43,4,0
11931,L,28,6.6,19.9,1,0
11932,M,53,5.3,18.31,1,1
11933,L,28,8.6,22.29,2,1
11934,S,23,8.4,25.12,0,0
11935,M,47,6.6,19.87,0,0
11936,S,26,5.8,18.96,1,0
11937,L,55,5.9,19.14,1,0
11938,XL,30,5.9,19.14,0,0
11939,XL,41,6,19.18,3,0
11940,M,64,8.4,22.03,1,0
11941,L,7,10.9,28.12,4,0
11942,L,3,10.5,27.55,6,0
11943,L,72,7.7,21.23,1,0
11944,XL,24,7.8,24.33,5,0
11945,L,63,7.1,20.52,3,0
11946,M,50,6,19.19,2,1
11947,M,68,7.8,21.34,2,1
11948,L,16,7.8,24.32,6,0
11949,S,3,9.2,26.05,1,0
11950,M,24,4.1,19.9,5,0
11951,XL,62,7.2,20.59,1,0
11952,S,8,7.3,23.77,1,0
11953,M,39,9,22.76,3,0
11954,S,71,7.2,20.66,5,0
11955,L,50,11.1,25.27,6,0
11956,L,43,9.2,22.99,1,0
11957,M,44,8,21.64,1,0
11958,S,49,6.9,20.29,0,0
11959,XL,11,7.3,23.81,6,0
11960,L,6,5.8,21.94,5,0
11961,L,42,7.6,21.13,2,1
11962,XL,7,9.5,26.37,6,0
11963,L,64,7.5,20.95,0,0
11964,L,69,6.4,19.73,1,0
11965,S,70,6.9,20.28,1,0
11966,L,72,7.6,21.07,4,0
11967,XL,43,5.8,18.96,3,0
11968,L,11,9.9,26.91,0,0
11969,L,61,8.8,22.59,3,0
11970,L,4,10.4,27.52,1,0
11971,L,16,10.3,27.31,6,0
11972,S,6,7.5,24,6,0
11973,M,59,7.2,20.67,6,0
11974,L,58,6.3,19.5,2,0
11975,M,46,8.9,22.73,3,0
11976,L,36,10.7,24.8,2,0
11977,XL,26,4.9,17.86,6,0
11978,L,49,8.2,21.83,2,0
11979,S,48,7.6,21.14,3,0
11980,M,62,5.2,18.25,0,0
11981,XL,9,6.7,23.07,6,0
11982,S,39,6.6,19.92,3,0
11983,L,17,5.9,22.12,6,0
11984,L,70,9.3,23.1,5,1
11985,S,35,10.5,24.56,3,0
11986,S,4,6.3,22.51,4,1
11987,S,68,5.1,18.14,0,0
11988,XL,19,7.7,24.22,6,0
11989,XL,32,11,25.2,2,0
11990,L,60,6.7,20.04,4,0
11991,XL,37,4.9,17.86,1,0
11992,L,67,6.7,20.02,2,1
11993,S,47,4.9,17.92,0,0
11994,XL,15,11.8,29.13,2,1
11995,S,56,10.6,24.71,5,0
11996,L,49,7.8,21.38,5,0
11997,L,27,8.4,22.09,2,0
11998,M,70,7.5,20.94,4,0
11999,XL,12,8.2,24.86,4,0
12000,M,58,7.3,20.76,0,0
12001,L,19,8.8,25.52,4,0
12002,M,52,5.9,19.1,3,1
12003,L,69,6.1,19.35,3,0
12004,L,71,12,26.39,3,0
12005,XL,36,10.1,24.16,1,0
12006,M,19,5.1,21.12,2,0
12007,L,46,8.4,22.05,2,0
12008,M,1,6.7,22.99,4,0
12009,M,62,6.3,19.61,5,0
12010,M,37,9.6,23.51,4,0
12011,XL,15,6.4,22.64,0,0
12012,M,7,8.1,24.74,1,0
12013,L,28,5.6,18.67,2,0
12014,L,47,7.1,20.52,1,1
12015,S,16,9.7,26.65,4,0
12016,S,51,8.7,22.47,0,0
12017,S,59,8.8,22.6,4,0
12018,L,45,10.4,24.52,4,0
12019,L,66,8,21.64,0,1
12020,XL,5,10.9,28.08,6,1
12021,L,15,3.9,19.67,0,0
12022,L,16,8.2,24.79,3,1
12023,L,62,7.7,21.18,0,0
12024,L,55,9.2,23.02,3,0
12025,XL,7,11.5,28.83,1,0
12026,L,6,8.9,25.71,6,0
12027,L,47,10.8,24.91,1,0
12028,L,59,7.3,20.79,5,0
12029,XL,27,8.9,22.74,4,0
12030,L,61,7.6,21.06,3,0
12031,M,64,9.1,22.97,3,0
12032,L,45,8.1,21.74,0,0
12033,M,35,7.2,20.67,4,0
12034,S,58,9.9,23.89,4,0
12035,L,31,7.1,20.49,1,0
12036,M,25,9.4,23.29,2,0
12037,M,53,8.3,21.99,0,0
12038,XL,71,4.7,17.66,1,0
12039,L,31,7.3,20.72,5,0
12040,S,40,6.9,20.25,3,0
12041,S,3,8,24.6,0,0
12042,L,44,7.2,20.7,0,0
12043,XL,65,4.7,17.66,2,0
12044,M,42,7.2,20.67,4,0
12045,XL,66,9.7,23.66,1,0
12046,S,21,9.1,25.87,6,0
12047,L,52,6.2,19.43,6,0
12048,L,33,7.2,20.66,3,0
12049,L,70,9.2,23.02,1,0
12050,M,19,6.8,23.12,5,0
12051,S,20,6.2,22.44,2,0
12052,S,52,8.2,21.82,5,0
12053,L,4,7.5,24.02,4,0
12054,L,44,7,20.41,6,0
12055,L,16,9.3,26.18,4,0
12056,L,22,9.7,26.59,6,1
12057,XL,51,6.6,19.9,2,0
12058,XL,40,6.5,19.77,1,0
12059,L,6,8.6,25.27,3,0
12060,L,17,9.5,26.38,2,1
12061,S,58,8.7,22.42,2,0
12062,XL,54,9.4,23.24,1,0
12063,L,39,9.7,23.64,6,0
12064,L,7,8.2,24.79,5,0
12065,L,24,6.9,23.34,4,0
12066,L,38,9,22.79,2,0
12067,L,55,5.4,18.47,4,0
12068,S,20,8.9,25.69,6,0
12069,M,52,9.8,23.77,2,0
12070,L,35,7.9,21.45,6,0
12071,L,9,3.7,19.45,1,0
12072,XL,30,8,21.57,2,0
12073,S,24,7.7,24.25,6,0
12074,S,50,6.2,19.48,2,0
12075,M,2,9.2,26.02,5,0
12076,S,59,5.8,19,4,0
12077,XL,61,9.5,23.43,1,0
12078,XL,42,6,19.2,5,0
12079,XL,61,6.9,20.33,5,0
12080,L,37,6.8,20.13,5,0
12081,M,48,8.9,22.72,4,0
12082,L,20,8.4,25.05,3,0
12083,L,6,9.8,26.79,3,0
12084,XL,20,10.5,27.56,6,0
12085,XL,52,5,18.06,3,0
12086,L,61,7,20.46,6,0
12087,L,23,9.4,26.26,6,1
12088,L,68,8.1,21.67,0,0
12089,L,8,9.6,26.52,0,0
12090,M,50,6.1,19.27,4,0
12091,L,41,10.4,24.47,0,1
12092,S,46,7.4,20.85,2,0
12093,XL,45,9.1,22.9,6,0
12094,L,22,7.5,23.96,3,0
12095,M,5,4.8,20.82,4,0
12096,L,59,9.8,23.72,1,0
12097,S,70,9,22.83,6,0
12098,L,61,6.8,20.16,6,0
12099,XL,37,5.2,18.24,4,0
12100,L,20,8.2,24.86,6,0
12101,S,16,5.9,22.05,5,1
12102,M,27,7.4,20.88,5,0
12103,L,40,7.6,21.12,5,0
12104,XL,41,7.2,20.62,2,0
12105,L,4,10.6,27.73,1,0
12106,M,50,7.7,21.24,1,0
12107,S,61,8.1,21.69,2,0
12108,L,19,7.8,24.35,1,0
12109,XL,29,11.6,25.92,0,0
12110,S,11,8.5,25.24,0,0
12111,XL,66,5.3,18.36,6,0
12112,L,22,10,27.03,5,0
12113,S,69,6.8,20.18,5,1
12114,L,57,9.4,23.31,2,0
12115,L,63,7.9,21.51,3,0
12116,L,13,8.3,24.9,0,0
12117,S,36,10.9,25.12,2,1
12118,S,54,11.2,25.38,0,0
12119,S,40,7.2,20.59,6,1
12120,L,51,10.9,25.07,2,0
12121,S,55,5.4,18.47,0,0
12122,M,61,8.3,22.02,3,0
12123,L,43,4.5,17.39,2,0
12124,M,47,9.6,23.56,4,0
12125,S,61,6.9,20.33,3,0
12126,L,47,10.5,24.57,5,0
12127,M,46,7.3,20.81,3,0
12128,L,694,7.5,21.04,4,0
12129,M,26,9.1,22.87,1,0
12130,S,53,6.4,19.69,4,0
12131,M,67,6.8,20.15,3,0
12132,L,36,5,17.97,4,0
12133,XL,25,8.6,22.34,0,0
12134,XL,51,8.8,22.61,6,0
12135,XL,35,6.9,20.28,3,0
12136,M,3,9.7,26.6,6,0
12137,L,25,11.4,25.73,2,0
12138,M,19,4,19.74,3,0
12139,S,42,6.4,19.72,0,0
12140,L,9,8.5,25.21,2,0
12141,XL,52,4.4,17.33,2,0
12142,L,28,9.5,23.39,2,0
12143,M,16,11.9,29.23,1,0
12144,L,5,6.9,23.22,4,0
12145,L,43,10.3,24.3,3,0
12146,M,27,11.4,25.71,3,0
12147,M,12,7.9,24.51,6,0
12148,M,15,9.1,25.87,6,0
12149,L,1,6.9,23.25,4,0
12150,M,54,9.2,23.02,0,1
12151,L,27,5,17.94,5,0
12152,L,45,7,20.38,4,0
12153,L,53,8.9,22.67,4,0
12154,S,70,6.9,20.34,4,0
12155,L,71,6,19.18,2,0
12156,S,47,7.7,21.27,0,0
12157,M,60,6.3,19.52,0,0
12158,L,35,7.7,21.24,5,0
12159,L,72,8.5,22.23,6,1
12160,M,64,6,19.16,3,0
12161,S,46,5.9,19.03,1,0
12162,L,35,9.9,23.92,3,0
12163,L,28,5.3,18.4,4,0
12164,M,30,7.2,20.65,1,0
12165,XL,48,6.7,20.07,5,0
12166,S,57,9.7,23.7,0,0
12167,L,43,9,22.75,4,0
12168,L,25,7.2,20.63,6,1
12169,L,63,10.2,24.2,3,0
12170,L,48,11.2,25.42,4,0
12171,S,32,10.4,24.49,3,0
12172,L,6,6.9,23.26,4,0
12173,M,2,6.7,23.06,6,0
12174,L,19,5.6,21.76,3,1
12175,L,66,10.6,24.75,0,0
12176,S,54,4.2,17.1,3,0
12177,L,15,5,21.04,2,0
12178,L,19,10.1,27.14,6,0
12179,XL,26,5.4,18.45,6,0
12180,M,55,9.2,23.02,4,0
12181,L,55,5.8,19,2,0
12182,L,53,8.2,21.82,2,0
12183,S,18,8,24.55,4,0
12184,L,33,7.9,21.49,4,0
12185,M,11,6.8,23.22,1,0
12186,S,31,9.4,23.23,1,0
12187,XL,19,8.4,25.11,0,0
12188,M,21,7.2,23.59,6,0
12189,M,31,4.9,17.92,0,0
12190,L,63,7.9,21.45,3,0
12191,M,31,7.9,21.44,6,0
12192,L,2,9.4,26.25,0,0
12193,M,40,9.4,23.23,2,0
12194,L,2,8.5,25.21,6,0
12195,L,51,8.2,21.89,2,0
12196,L,57,7.4,20.86,3,0
12197,L,42,8.4,22.06,6,0
12198,L,40,8.3,21.97,5,0
12199,L,14,9.4,26.26,6,0
12200,L,13,11.7,29.07,2,1
12201,L,22,8.1,24.72,0,0
12202,L,48,6.2,19.4,1,1
12203,M,47,7.8,21.32,0,0
12204,L,35,7,20.41,2,0
12205,L,21,7.7,24.23,5,0
12206,L,13,6.8,23.18,6,0
12207,L,21,6.5,22.81,1,0
12208,S,1,9.6,26.57,1,1
12209,S,1,9.1,25.94,6,0
12210,M,41,10.3,24.32,4,0
12211,M,71,7.2,20.67,2,0
12212,XL,61,9.1,22.95,6,0
12213,L,48,6.3,19.56,3,0
12214,XL,44,7.4,20.87,1,1
12215,L,5,11.4,28.63,0,0
12216,M,42,7.4,20.89,4,0
12217,L,65,6.9,20.27,0,0
12218,L,23,5.5,21.65,5,0
12219,L,54,7.4,20.84,3,0
12220,M,4,10.4,27.47,3,0
12221,L,32,10.7,24.79,3,0
12222,M,8,5.9,22.06,3,0
12223,XL,44,7.6,21.07,1,0
12224,S,55,9.1,22.96,6,0
12225,XL,40,9.5,23.45,6,1
12226,S,26,7.4,20.88,5,0
12227,L,53,6,19.16,0,1
12228,L,58,11.9,26.23,6,0
12229,L,40,5.5,18.63,6,0
12230,XL,69,7.4,20.83,6,0
12231,XL,33,7.9,21.46,1,0
12232,M,29,5.2,18.26,0,0
12233,L,68,6.3,19.52,1,0
12234,XL,21,9.9,26.88,0,0
12235,S,56,5.6,18.75,3,0
12236,S,24,8.1,24.67,6,1
12237,L,67,9.6,23.51,3,1
12238,L,68,6.8,20.18,3,0
12239,L,65,9.1,22.92,4,1
12240,M,62,9.1,22.87,1,0
12241,M,25,3,15.65,6,0
12242,XL,72,11.1,25.27,4,0
12243,S,40,5.7,18.85,3,0
12244,S,66,8.4,22.1,1,0
12245,XL,14,7.3,23.7,4,1
12246,M,48,8.1,21.67,1,0
12247,XL,61,6.1,19.37,0,0
12248,XL,57,6.1,19.3,6,0
12249,L,679,8.3,21.94,6,0
12250,XL,40,4.9,17.91,4,0
12251,L,33,8.1,21.67,2,0
12252,L,52,10.8,24.96,4,0
12253,L,17,7.8,24.32,6,0
12254,L,35,10.5,24.56,5,0
12255,L,63,6.6,19.97,0,0
12256,M,9,6.6,22.97,0,0
12257,S,70,5.4,18.49,3,0
12258,S,28,6.6,19.87,0,0
12259,S,43,7.8,21.38,5,0
12260,XL,70,7.2,20.62,5,0
12261,L,52,9.7,23.65,3,1
12262,XL,41,10.2,24.23,4,0
12263,L,13,4.3,20.15,4,0
12264,S,66,8.6,22.3,0,0
12265,S,12,9.9,26.94,0,1
12266,S,20,8.9,25.62,0,0
12267,L,46,9.2,23.05,3,0
12268,L,3,7.1,23.58,6,0
12269,L,16,7.1,23.52,4,1
12270,L,14,8.1,24.73,2,0
12271,S,57,6.6,19.95,5,0
12272,XL,15,7.8,24.37,4,0
12273,M,44,9.5,23.36,2,0
12274,L,1,9,25.83,2,0
12275,M,26,8,21.61,3,0
12276,M,15,8,24.59,2,0
12277,S,64,7.8,21.39,2,0
12278,S,37,5.8,18.95,1,0
12279,L,29,6,19.24,6,0
12280,XL,41,7,20.35,4,0
12281,M,70,8,21.58,4,0
12282,XL,55,4.2,17.05,4,0
12283,S,5,10.1,27.09,6,0
12284,XL,35,6.6,19.91,5,0
12285,XL,66,6.5,19.84,3,0
12286,S,16,10.6,27.7,0,0
12287,S,30,5.6,18.74,5,0
12288,L,20,8.8,25.52,6,0
12289,L,21,11.5,28.78,2,1
12290,M,15,6.6,22.98,3,0
12291,XL,6,9.9,26.93,6,0
12292,L,9,11.4,28.71,6,0
12293,L,32,8.8,22.62,3,0
12294,L,46,9.9,23.92,1,0
12295,XL,61,6.4,19.69,1,0
12296,L,14,8.2,24.85,5,0
12297,L,37,6.7,20.04,5,0
12298,M,15,7.3,23.74,2,0
12299,M,35,4.6,17.58,5,0
12300,M,21,6,22.15,2,1
12301,L,7,6.8,23.12,1,0
12302,S,32,8.1,21.67,6,0
12303,M,35,8.9,22.66,5,0
12304,S,49,8,21.57,1,1
12305,S,53,8.2,21.8,4,0
12306,XL,6,7.5,23.97,6,1
12307,S,18,6.9,23.26,6,0
12308,M,54,7.2,20.6,4,0
12309,L,44,4.3,17.16,3,0
12310,L,71,7.8,21.39,4,1
12311,L,27,7.6,21.17,5,0
12312,M,41,6.2,19.39,5,0
12313,M,30,8.5,22.2,0,0
12314,L,28,11,25.19,0,0
12315,S,41,9.3,23.15,2,0
12316,L,46,6.4,19.64,6,0
12317,S,1,6.4,22.72,3,0
12318,M,9,9.9,26.84,4,1
12319,L,47,6.4,19.69,0,0
12320,XL,18,7.2,23.63,4,0
12321,S,23,5.9,22.14,0,0
12322,L,24,9.3,26.15,6,0
12323,L,46,11.1,25.35,4,0
12324,L,24,5.3,21.34,0,0
12325,S,57,7.2,20.7,1,0
12326,XL,44,8,21.58,5,0
12327,S,49,8.3,21.93,5,1
12328,M,54,8.1,21.67,1,0
12329,M,16,7.2,23.6,4,1
12330,XL,49,5.1,18.06,5,0
12331,L,47,8,21.64,1,1
12332,L,20,9.4,26.28,0,0
12333,S,56,10.4,24.43,6,0
12334,S,6,7.8,24.3,2,0
12335,S,29,11.1,25.36,1,0
12336,S,64,4.7,17.68,0,0
12337,M,37,8.3,21.91,2,0
12338,L,21,7.9,24.44,5,0
12339,L,8,8.2,24.87,0,0
12340,XL,70,8.5,22.17,2,1
12341,L,62,9.6,23.47,3,0
12342,L,42,5.4,18.53,6,0
12343,M,12,8.4,25.14,5,0
12344,L,42,6.9,20.25,4,0
12345,S,43,11.1,25.29,2,0
12346,S,11,5.3,21.38,5,0
12347,S,41,8.8,22.53,5,0
12348,L,1,4.4,20.3,6,0
12349,L,42,10.8,24.92,5,0
12350,M,48,8.1,21.74,1,0
12351,XL,55,7.2,20.64,2,0
12352,L,6,6.8,23.12,2,1
12353,S,6,8.8,25.51,3,0
12354,XL,2,8.2,24.82,5,0
12355,M,33,7.3,20.71,4,0
12356,S,8,8.3,24.98,5,0
12357,L,33,8.2,21.78,3,0
12358,S,5,11,28.25,0,0
12359,L,53,9.1,22.95,2,1
12360,L,25,7.5,21,1,0
12361,L,54,9.5,23.39,5,0
12362,M,44,8,21.57,6,0
12363,XL,35,6.6,19.9,1,1
12364,S,23,9.8,26.74,0,1
12365,S,9,7.6,24.1,4,0
12366,S,64,4.3,17.14,3,1
12367,L,11,6.2,22.45,0,0
12368,M,35,5.5,18.57,5,0
12369,M,33,8.6,22.32,0,0
12370,S,25,8.7,22.43,2,0
12371,XL,11,7.1,23.5,0,0
12372,S,10,5.5,21.61,3,0
12373,M,27,7.3,20.7,3,0
12374,M,30,8.6,22.36,0,0
12375,L,39,8.4,22.03,0,0
12376,L,18,5,21.03,0,0
12377,M,49,7.8,21.33,6,0
12378,L,49,6.8,20.17,1,0
12379,XL,50,9.9,23.88,5,0
12380,M,64,6.1,19.32,0,0
12381,XL,62,7.6,21.16,4,0
12382,M,33,5.7,18.85,2,0
12383,S,16,10.5,27.55,4,0
12384,L,38,5.4,18.49,5,0
12385,XL,3,6.7,23.01,4,0
12386,L,68,9.6,23.48,2,0
12387,M,18,7.6,24.08,5,1
12388,L,69,6.1,19.36,5,0
12389,L,57,8.6,22.34,0,1
12390,M,15,8.4,25.04,0,0
12391,L,65,6.5,19.84,3,0
12392,L,2,8,24.57,3,0
12393,M,36,8.7,22.39,2,0
12394,L,59,10.5,24.54,5,0
12395,S,32,9.8,23.8,2,0
12396,L,17,7.5,23.98,2,0
12397,M,20,5.9,22.13,3,0
12398,M,58,7.3,20.75,3,0
12399,L,45,6.2,19.48,4,0
12400,S,65,10.6,24.78,3,1
12401,XL,36,7.9,21.44,2,0
12402,M,25,6,19.16,1,0
12403,L,11,5.8,22,1,0
12404,XL,38,8.9,22.68,3,1
12405,XL,45,10.8,25,1,0
12406,S,21,6.9,23.31,5,0
12407,M,2,5.6,21.72,4,0
12408,L,35,7.6,21.09,0,0
12409,S,57,5.5,18.57,4,0
12410,XL,33,8.6,22.36,1,0
12411,M,51,6.4,19.65,0,0
12412,M,11,9.8,26.78,2,1
12413,XL,22,5.9,22.14,5,0
12414,XL,17,6.6,22.88,0,0
12415,M,63,8,21.59,6,0
12416,L,11,9.1,25.93,4,0
12417,XL,9,7.3,23.74,0,0
12418,L,7,11.3,28.51,6,0
12419,L,27,10.6,24.67,4,0
12420,L,31,7.4,20.89,6,0
12421,XL,61,11.5,25.82,3,0
12422,S,64,7.8,21.34,5,0
12423,S,65,8.4,22.03,4,0
12424,XL,6,10,26.97,4,0
12425,M,60,8.4,22.13,1,0
12426,L,71,7.4,20.92,1,0
12427,XL,4,10.6,27.78,5,0
12428,L,28,8,21.54,4,0
12429,XL,38,6.8,20.12,2,0
12430,L,65,9,22.8,5,0
12431,S,6,9.7,26.6,6,0
12432,M,20,10.8,27.91,3,0
12433,M,5,7.5,24.05,1,0
12434,L,54,5.3,18.35,2,0
12435,L,33,8.2,21.78,5,0
12436,L,31,7.4,20.84,3,0
12437,L,56,6.6,19.91,5,0
12438,L,45,8.4,22.12,4,0
12439,L,782,6.6,19.96,5,0
12440,L,64,9.7,23.66,4,0
12441,L,19,5.9,22.05,3,0
12442,XL,29,12.6,27.11,2,0
12443,S,45,11.1,25.27,5,0
12444,L,71,9.9,23.87,4,0
12445,L,27,6.9,20.31,4,0
12446,L,49,6.9,20.28,3,0
12447,L,43,8.3,21.94,5,0
12448,S,640,8.4,22.02,5,0
12449,M,6,9.5,26.45,6,0
12450,M,21,8.5,25.16,4,0
12451,L,44,9.6,23.54,0,0
12452,L,31,8.7,22.43,2,0
12453,S,72,11.1,25.36,4,0
12454,L,50,6.3,19.6,2,0
12455,L,70,10,23.99,0,0
12456,L,41,8,21.59,0,0
12457,M,13,6.5,22.86,4,0
12458,L,36,7,20.4,6,0
12459,L,28,12.3,26.75,4,0
12460,S,70,6.3,19.61,2,0
12461,S,65,7.3,20.8,2,0
12462,S,30,7.7,21.27,0,0
12463,S,11,9.6,26.56,4,0
12464,L,54,7.4,20.93,0,0
12465,M,49,8.2,21.87,3,0
12466,M,62,7.9,21.43,0,1
12467,L,20,6.8,23.11,0,0
12468,S,42,5.8,18.99,4,0
12469,XL,56,7.6,21.12,3,0
12470,S,42,6.6,19.88,5,0
12471,XL,25,8.5,22.25,4,0
12472,S,16,7.6,24.18,2,0
12473,M,24,8.3,24.92,1,0
12474,S,70,7.9,21.42,5,0
12475,S,47,6.5,19.76,4,0
12476,L,68,7.6,21.16,3,0
12477,XL,13,9,25.79,3,0
12478,L,43,10.8,24.97,4,0
12479,M,54,7.8,21.33,6,0
12480,XL,40,6.8,20.11,4,0
12481,L,57,6.1,19.33,1,0
12482,M,57,8.4,22.03,5,1
12483,L,71,8.3,21.92,2,0
