po_id,supplier,created_date,promised_date,received_date,value,on_time
24693,ACME,2024-08-18,2024-08-25,2024-08-22,75818,1
24694,Soylent  Ltd.,2024-07-07,2024-08-16,2024-09-03,17014,0
24695,Acme,2024-08-12,2024-09-22,2024-09-17,2175,1
24696,ACME,2024-09-03,2024-09-30,2024-09-25,51237,1
24697,Globex Limited,2024-05-12,2024-06-12,2024-06-08,27824,1
24698,ACME,2024-09-21,2024-10-19,2024-10-19,7209,1
24699,Soylent Limited,2024-07-20,2024-08-26,2024-08-21,68127,1
24700,Globex Limited,2024-01-03,2024-01-14,2024-01-11,45416,1
24701,Globex Limited,2024-10-16,2024-11-09,2024-11-07,49022,1
24702,INITECH,2024-06-01,2024-06-14,2024-07-04,48835,0
24703,Soylent Limited,2024-04-16,2024-05-29,2024-05-26,46869,1
24704,INITECH,2024-06-30,2024-07-15,2024-07-11,31290,1
24705,Globex,2024-03-03,2024-03-19,2024-03-17,70289,1
24706,Soylent Limited,2024-03-15,2024-04-17,2024-04-16,8788,1
24707,Soylent Limited,2024-01-07,2024-02-09,2024-02-06,21008,1
24708,ACME,2024-10-10,2024-11-10,2024-11-07,49864,1
24709,Acme  Ltd.,2024-03-15,2024-04-06,2024-04-03,12708,1
24710,Acme Limited,2024-06-10,2024-06-24,2024-06-20,57426,1
24711,Acme Ltd,2024-01-29,2024-03-13,2024-03-08,63362,1
24712,INITECH,2024-01-18,2024-02-04,2024-01-31,87600,1
24713,Umbrella Limited,2024-04-17,2024-05-30,2024-06-08,56081,0
24714,Globex,2024-06-03,2024-07-18,2024-07-17,42069,1
24715,Globex,2024-03-03,2024-03-26,2024-03-21,57958,1
24716,Globex Limited,2024-07-29,2024-08-15,2024-08-12,76423,1
24717,Globex,2024-01-07,2024-02-05,2024-02-05,12413,1
24718,Umbrella,2024-01-07,2024-02-01,2024-02-01,23996,1
24719,Soylent  Ltd.,2024-02-26,2024-03-14,2024-03-10,58035,1
24720,Globex Limited,2024-04-02,2024-05-11,2024-05-08,72718,1
24721,Globex Limited,2024-10-04,2024-11-03,2024-10-30,41926,1
24722,Globex Ltd,2024-07-02,2024-07-15,2024-07-15,9949,1
24723,Globex  Ltd.,2024-01-22,2024-02-14,2024-02-28,17543,0
24724,Globex Limited,2024-01-09,2024-01-27,2024-02-10,78332,0
24725,Initech,2024-10-10,2024-11-24,2024-11-22,26548,1
24726,Umbrella Limited,2024-06-06,2024-07-12,2024-07-09,41629,1
24727,Umbrella  Ltd.,2024-01-29,2024-01-20,2024-01-17,65044,1
24728,Globex  Ltd.,2024-02-29,2024-04-05,2024-04-03,77446,1
24729,Umbrella,2024-04-09,2024-05-07,2024-05-06,61041,1
24730,Stark  Ltd.,2024-01-24,2024-02-10,2024-02-09,60673,1
24731,Initech  Ltd.,2024-04-29,2024-05-09,2024-05-08,1121,1
24732,INITECH,2024-02-17,2024-03-04,2024-03-02,51572,1
24733,ACME,2024-09-21,2024-11-05,2024-11-02,33548,1
24734,UMBRELLA,2024-01-27,2024-03-07,2024-03-04,20323,1
24735,Initech Limited,2024-02-28,2024-03-16,2024-03-15,69288,1
24736,UMBRELLA,2024-10-16,2024-11-12,2024-11-08,71795,1
24737,Acme  Ltd.,2024-06-01,2024-07-13,2024-07-08,78475,1
24738,Globex Ltd,2024-09-25,2024-10-15,2024-10-15,26010,1
24739,Globex Limited,2024-03-18,2024-03-30,2024-04-14,28888,0
24740,Soylent  Ltd.,2024-06-12,2024-06-30,2024-06-29,72618,1
24741,Acme,2024-08-11,2024-09-18,2024-09-26,3414,0
24742,Umbrella,2024-08-08,2024-09-08,2024-09-03,82859,1
24743,Soylent Limited,2024-07-22,2024-08-21,2024-08-19,49017,1
24744,Initech  Ltd.,2024-10-17,2024-10-27,2024-10-23,85036,1
24745,Globex,2024-08-12,2024-09-06,2024-09-06,25704,1
24746,GLOBEX,2024-01-01,2024-01-22,2024-01-19,23983,1
24747,SOYLENT,2024-02-25,2024-04-06,2024-04-04,82004,1
24748,Umbrella  Ltd.,2024-05-09,2024-05-27,2024-05-23,57536,1
24749,INITECH,2024-04-07,2024-04-16,2024-04-16,56424,1
24750,Globex Limited,2024-03-07,2024-03-19,2024-03-16,47494,1
24751,Umbrella,2024-02-17,2024-03-14,2024-03-14,42426,1
24752,Umbrella Limited,2024-03-28,2024-04-06,2024-04-01,35097,1
24753,Soylent  Ltd.,2024-10-02,2024-10-10,2024-10-09,58394,1
24754,Stark  Ltd.,2024-01-19,2024-02-06,2024-02-04,89991,1
24755,GLOBEX,2024-07-02,2024-07-22,2024-07-31,75600,0
24756,Stark  Ltd.,2024-01-09,2024-02-03,2024-01-31,69692,1
24757,STARK,2024-07-02,2024-07-16,2024-07-14,46177,1
24758,Soylent  Ltd.,2024-04-07,2024-04-14,2024-04-11,5565,1
24759,INITECH,2024-02-29,2024-04-01,2024-03-28,20585,1
24760,Soylent Ltd,2024-03-23,2024-04-12,2024-04-07,41284,1
24761,Initech Ltd,2024-02-10,2024-03-12,2024-03-10,86081,1
24762,Stark  Ltd.,2024-10-17,2024-11-04,2024-11-22,13303,0
24763,Stark Limited,2024-03-06,2024-04-18,2024-04-16,36684,1
24764,GLOBEX,2024-08-28,2024-09-18,2024-09-18,15828,1
24765,Umbrella,2024-09-12,2024-10-20,2024-10-17,27651,1
24766,Soylent Ltd,2024-01-21,2024-01-29,2024-01-24,70782,1
24767,Initech  Ltd.,2024-06-30,2024-07-09,2024-07-23,66440,0
24768,Acme  Ltd.,2024-06-02,2024-06-11,2024-06-09,66274,1
24769,Acme,2024-08-19,2024-09-14,2024-09-11,40679,1
24770,Umbrella Limited,2024-09-17,2024-10-26,2024-11-02,53071,0
24771,Soylent,2024-10-07,2024-10-22,2024-10-18,14638,1
24772,Initech Ltd,2024-05-16,2024-06-20,2024-06-18,4061,1
24773,Initech Limited,2024-06-09,2024-07-19,2024-07-16,78197,1
24774,Stark  Ltd.,2024-08-06,2024-08-23,2024-08-21,21230,1
24775,Stark Ltd,2024-05-08,2024-05-02,2024-05-01,60876,1
24776,STARK,2024-06-17,2024-07-11,2024-07-11,23972,1
24777,Globex Limited,2024-03-16,2024-04-07,2024-04-20,85473,0
24778,Umbrella,2024-07-01,2024-07-18,2024-07-16,30012,1
24779,GLOBEX,2024-01-18,2024-02-26,2024-02-21,11245,1
24780,UMBRELLA,2024-06-13,2024-07-17,2024-07-12,9422,1
24781,Soylent Limited,2024-05-23,2024-06-10,2024-06-17,10572,0
24782,ACME,2024-01-10,2024-01-31,2024-01-31,12264,1
24783,STARK,2024-08-17,2024-08-12,2024-08-10,88042,1
24784,Globex Limited,2024-08-15,2024-08-26,2024-08-23,12495,1
24785,Acme  Ltd.,2024-10-14,2024-10-21,2024-10-16,85131,1
24786,Umbrella Limited,2024-05-07,2024-06-09,2024-06-09,65479,1
24787,Soylent Limited,2024-03-11,2024-03-31,2024-03-28,39502,1
24788,Umbrella,2024-10-08,2024-11-02,2024-11-01,35898,1
24789,Initech,2024-08-21,2024-09-25,2024-10-11,73122,0
24790,ACME,2024-10-20,2024-11-17,2024-11-17,10627,1
24791,Soylent Ltd,2024-01-27,2024-03-01,2024-02-27,9826,1
24792,Globex  Ltd.,2024-04-29,2024-05-30,2024-05-26,83270,1
24793,Umbrella  Ltd.,2024-04-26,2024-05-21,2024-05-21,74542,1
24794,SOYLENT,2024-03-27,2024-04-05,2024-04-05,68878,1
24795,Soylent,2024-07-16,2024-08-18,2024-08-16,71001,1
24796,UMBRELLA,2024-01-13,2024-02-09,2024-02-05,24172,1
24797,Stark Ltd,2024-07-30,2024-08-15,2024-08-14,80966,1
24798,Soylent  Ltd.,2024-05-01,2024-06-13,2024-06-09,51759,1
24799,Soylent Ltd,2024-03-11,2024-03-26,2024-03-22,89443,1
24800,Initech Limited,2024-06-12,2024-06-23,2024-06-18,14849,1
24801,Umbrella  Ltd.,2024-09-28,2024-10-25,2024-10-20,57402,1
24802,ACME,2024-02-07,2024-03-15,2024-03-20,57478,0
24803,Globex,2024-04-24,2024-06-01,2024-06-01,83997,1
24804,Stark Limited,2024-04-13,2024-04-29,2024-05-17,50722,0
24805,Globex Ltd,2024-05-06,2024-05-22,2024-05-20,31784,1
24806,Soylent Limited,2024-01-07,2024-01-22,2024-01-20,23421,1
24807,Soylent Ltd,2024-10-02,2024-10-22,2024-10-18,46940,1
24808,Initech,2024-07-12,2024-08-16,2024-08-14,55894,1
24809,Umbrella,2024-10-17,2024-11-22,2024-11-20,5480,1
24810,Acme Limited,2024-05-09,2024-06-17,2024-06-17,84157,1
24811,Globex  Ltd.,2024-10-08,2024-10-21,2024-10-19,33478,1
24812,Initech Ltd,2024-05-02,2024-05-24,2024-05-24,62145,1
24813,INITECH,2024-06-04,2024-07-17,2024-07-19,42784,0
24814,Soylent Limited,2024-05-16,2024-05-26,2024-05-24,34430,1
24815,Globex  Ltd.,2024-08-26,2024-09-05,2024-09-19,72245,0
24816,INITECH,2024-04-23,2024-06-06,2024-06-02,29938,1
24817,INITECH,2024-04-01,2024-04-09,2024-04-07,2420,1
24818,Acme Limited,2024-10-16,2024-11-10,2024-11-08,45168,1
24819,Acme  Ltd.,2024-02-02,2024-02-24,2024-03-13,75806,0
24820,Globex Ltd,2024-01-15,2024-01-26,2024-01-29,27413,0
24821,Acme Limited,2024-09-09,2024-10-17,2024-10-14,74546,1
24822,Soylent Limited,2024-06-24,2024-07-15,2024-07-11,36976,1
24823,Soylent,2024-08-19,2024-09-25,2024-09-21,19656,1
24824,Stark Ltd,2024-07-25,2024-08-20,2024-09-07,51391,0
24825,Globex,2024-09-23,2024-10-18,2024-10-16,64743,1
24826,Acme,2024-08-03,2024-08-18,2024-08-14,38140,1
24827,Soylent  Ltd.,2024-10-06,2024-10-30,2024-10-26,31719,1
24828,ACME,2024-04-07,2024-05-10,2024-05-06,27373,1
24829,Soylent,2024-05-24,2024-06-24,2024-06-22,20526,1
24830,Initech,2024-06-07,2024-06-24,2024-06-22,5625,1
24831,Acme Limited,2024-01-02,2024-02-16,2024-02-13,34350,1
24832,Globex,2024-08-16,2024-09-02,2024-08-29,78039,1
24833,Umbrella  Ltd.,2024-10-05,2024-10-27,2024-10-26,52340,1
24834,Initech  Ltd.,2024-10-11,2024-11-19,2024-11-16,4077,1
24835,Soylent,2024-07-23,2024-07-16,2024-07-16,42899,1
24836,Globex Limited,2024-08-02,2024-09-04,2024-08-30,61449,1
24837,Globex  Ltd.,2024-04-08,2024-04-28,2024-05-13,29801,0
24838,Umbrella  Ltd.,2024-02-06,2024-03-05,2024-03-04,25701,1
24839,GLOBEX,2024-05-13,2024-06-26,2024-06-26,30453,1
24840,Soylent,2024-05-27,2024-06-25,2024-06-25,64740,1
24841,UMBRELLA,2024-05-09,2024-05-21,2024-05-20,16790,1
24842,Globex,2024-04-08,2024-04-25,2024-05-14,57895,0
24843,STARK,2024-09-23,2024-10-06,2024-10-02,34252,1
24844,Stark Ltd,2024-01-02,2024-02-11,2024-02-10,72675,1
24845,Initech Ltd,2024-02-19,2024-04-04,2024-04-17,73127,0
24846,Acme  Ltd.,2024-06-24,2024-07-05,2024-07-03,57111,1
24847,Soylent,2024-03-09,2024-04-12,2024-04-08,29396,1
24848,Stark Ltd,2024-07-04,2024-08-04,2024-07-30,69096,1
24849,Globex Limited,2024-05-11,2024-05-25,2024-06-10,23578,0
24850,Initech,2024-10-20,2024-11-21,2024-12-11,58234,0
24851,Globex Ltd,2024-04-19,2024-05-18,2024-05-14,3572,1
24852,Initech Ltd,2024-07-11,2024-08-03,2024-08-01,5679,1
24853,Soylent,2024-07-03,2024-08-14,2024-08-11,63501,1
24854,Globex Ltd,2024-06-11,2024-07-22,2024-07-19,63985,1
24855,Umbrella Limited,2024-07-09,2024-08-10,2024-08-08,46555,1
24856,Globex Ltd,2024-04-13,2024-04-25,2024-04-25,70440,1
24857,Stark  Ltd.,2024-06-03,2024-06-19,2024-06-24,42835,0
24858,Initech  Ltd.,2024-03-24,2024-04-04,2024-04-03,44919,1
24859,Globex,2024-09-05,2024-10-09,2024-10-18,81702,0
24860,ACME,2024-10-11,2024-10-21,2024-10-16,61225,1
24861,ACME,2024-05-02,2024-05-15,2024-05-19,3108,0
24862,Soylent  Ltd.,2024-02-10,2024-02-22,2024-02-17,28930,1
24863,Stark Limited,2024-02-28,2024-03-21,2024-03-17,44957,1
24864,Globex Ltd,2024-07-06,2024-08-18,2024-08-13,12221,1
24865,STARK,2024-01-07,2024-01-02,2024-01-22,75558,0
24866,Initech,2024-01-26,2024-02-26,2024-02-29,60009,0
24867,Initech Limited,2024-03-21,2024-05-05,2024-05-01,79324,1
24868,Acme Limited,2024-08-29,2024-09-09,2024-09-09,28627,1
24869,Globex Limited,2024-10-19,2024-11-21,2024-11-21,83023,1
24870,Initech  Ltd.,2024-05-18,2024-06-04,2024-06-01,80356,1
24871,Acme  Ltd.,2024-08-15,2024-09-26,2024-09-26,5945,1
24872,Soylent  Ltd.,2024-02-12,2024-03-19,2024-03-17,57791,1
24873,Globex Limited,2024-03-18,2024-04-09,2024-04-13,23735,0
24874,Umbrella,2024-02-29,2024-03-15,2024-03-30,29112,0
24875,Soylent  Ltd.,2024-02-26,2024-03-10,2024-03-08,59352,1
24876,Initech,2024-09-04,2024-10-11,2024-10-10,47557,1
24877,Stark Ltd,2024-09-17,2024-10-20,2024-10-19,79548,1
24878,Stark,2024-07-01,2024-07-14,2024-07-11,89881,1
24879,Acme Ltd,2024-08-25,2024-09-13,2024-09-11,33328,1
24880,GLOBEX,2024-01-31,2024-02-14,2024-02-11,84334,1
24881,UMBRELLA,2024-03-03,2024-04-01,2024-04-15,58928,0
24882,Stark,2024-04-25,2024-06-06,2024-06-02,28125,1
24883,Acme,2024-07-20,2024-08-14,2024-08-18,64276,0
24884,STARK,2024-07-05,2024-07-14,2024-07-09,15396,1
24885,INITECH,2024-06-27,2024-08-03,2024-07-31,23463,1
24886,ACME,2024-07-05,2024-07-24,2024-07-24,86182,1
24887,Umbrella,2024-09-06,2024-09-27,2024-09-23,4714,1
24888,Acme,2024-05-05,2024-06-03,2024-05-31,75388,1
24889,Acme Limited,2024-03-06,2024-04-03,2024-04-01,19356,1
24890,Initech,2024-08-29,2024-09-18,2024-10-03,88251,0
24891,Globex  Ltd.,2024-02-17,2024-03-05,2024-03-02,49782,1
24892,Umbrella,2024-10-03,2024-11-16,2024-11-26,80817,0
24893,Acme Limited,2024-02-20,2024-03-23,2024-03-18,77427,1
24894,Globex Ltd,2024-08-28,2024-10-12,2024-10-31,66901,0
24895,Umbrella  Ltd.,2024-05-12,2024-05-20,2024-05-16,21230,1
24896,STARK,2024-10-10,2024-11-05,2024-10-31,56561,1
24897,Soylent Ltd,2024-05-06,2024-06-01,2024-06-14,34111,0
24898,Umbrella,2024-09-19,2024-10-11,2024-10-07,84067,1
24899,Umbrella Limited,2024-04-15,2024-04-25,2024-04-24,83432,1
24900,Soylent Limited,2024-07-28,2024-08-28,2024-08-27,56864,1
24901,Acme  Ltd.,2024-09-11,2024-09-21,2024-09-18,68467,1
24902,INITECH,2024-07-22,2024-08-25,2024-08-25,52051,1
24903,INITECH,2024-05-15,2024-06-08,2024-06-15,27374,0
24904,Umbrella,2024-08-23,2024-09-30,2024-10-06,75838,0
24905,ACME,2024-03-01,2024-04-14,2024-04-11,75663,1
24906,Umbrella,2024-03-18,2024-04-02,2024-04-03,2024,0
24907,Umbrella,2024-02-28,2024-04-02,2024-04-02,76163,1
24908,Stark Limited,2024-02-25,2024-03-25,2024-03-31,47461,0
24909,ACME,2024-02-11,2024-02-28,2024-02-23,24990,1
24910,Initech Ltd,2024-01-15,2024-01-31,2024-01-27,84023,1
24911,STARK,2024-10-05,2024-10-14,2024-10-12,79520,1
24912,Soylent Limited,2024-03-27,2024-04-25,2024-05-03,24578,0
24913,Soylent Limited,2024-02-28,2024-04-01,2024-03-27,49354,1
24914,Initech Limited,2024-09-19,2024-10-04,2024-09-29,29952,1
24915,Globex Ltd,2024-09-22,2024-09-15,2024-09-27,83211,0
24916,UMBRELLA,2024-05-25,2024-07-09,2024-07-04,2307,1
24917,UMBRELLA,2024-06-01,2024-06-23,2024-06-18,20233,1
24918,ACME,2024-07-04,2024-08-07,2024-08-04,75061,1
24919,Soylent,2024-06-05,2024-06-15,2024-06-10,13882,1
24920,Globex,2024-02-03,2024-02-21,2024-03-11,82439,0
24921,Acme Ltd,2024-07-03,2024-07-17,2024-07-13,77838,1
24922,INITECH,2024-01-09,2024-02-13,2024-02-12,28374,1
24923,UMBRELLA,2024-09-21,2024-10-26,2024-10-23,73437,1
24924,Acme Limited,2024-04-03,2024-05-14,2024-05-10,80508,1
24925,INITECH,2024-05-13,2024-06-16,2024-06-13,73268,1
24926,Soylent  Ltd.,2024-01-29,2024-03-01,2024-02-28,38777,1
24927,GLOBEX,2024-08-22,2024-09-04,2024-09-02,8765,1
24928,GLOBEX,2024-01-07,2024-02-20,2024-02-20,57010,1
24929,Soylent Limited,2024-01-06,2024-01-20,2024-01-16,33803,1
24930,Acme  Ltd.,2024-06-14,2024-07-24,2024-07-23,22023,1
24931,UMBRELLA,2024-03-23,2024-04-03,2024-03-31,82788,1
24932,GLOBEX,2024-03-21,2024-04-22,2024-04-19,6711,1
24933,Umbrella Limited,2024-10-09,2024-10-31,2024-10-29,55250,1
24934,Initech  Ltd.,2024-03-01,2024-04-09,2024-04-06,7141,1
24935,Stark  Ltd.,2024-01-02,2024-02-09,2024-02-05,89943,1
24936,Initech,2024-02-11,2024-02-25,2024-02-23,37651,1
24937,Initech Limited,2024-04-24,2024-05-21,2024-05-20,33433,1
24938,ACME,2024-10-07,2024-11-20,2024-11-28,46935,0
24939,Initech  Ltd.,2024-02-27,2024-03-07,2024-03-03,72195,1
24940,Acme Limited,2024-09-01,2024-10-07,2024-10-03,13144,1
24941,Stark Ltd,2024-01-31,2024-02-22,2024-02-19,22204,1
24942,STARK,2024-07-31,2024-09-04,2024-08-31,38978,1
24943,Acme  Ltd.,2024-07-07,2024-07-18,2024-07-14,50532,1
24944,Initech  Ltd.,2024-06-11,2024-07-11,2024-07-08,88777,1
24945,Stark  Ltd.,2024-05-12,2024-05-30,2024-05-28,54438,1
24946,Stark  Ltd.,2024-06-19,2024-07-21,2024-07-18,83619,1
24947,Soylent  Ltd.,2024-07-25,2024-08-30,2024-09-05,24964,0
24948,Soylent  Ltd.,2024-07-16,2024-08-27,2024-08-24,85911,1
24949,Initech,2024-04-01,2024-04-08,2024-04-04,52531,1
24950,Acme Limited,2024-07-08,2024-07-21,2024-07-18,36481,1
24951,Soylent Ltd,2024-04-06,2024-04-25,2024-04-25,64028,1
24952,Acme  Ltd.,2024-06-18,2024-08-02,2024-07-30,28678,1
24953,Acme,2024-02-25,2024-04-05,2024-04-04,7405,1
24954,GLOBEX,2024-01-30,2024-03-08,2024-03-07,45460,1
24955,Soylent Ltd,2024-01-19,2024-02-19,2024-02-16,36278,1
24956,Initech Ltd,2024-08-14,2024-08-23,2024-08-19,54488,1
24957,Initech  Ltd.,2024-02-15,2024-03-19,2024-03-16,68006,1
24958,Acme Ltd,2024-03-14,2024-03-25,2024-03-25,13724,1
24959,Soylent,2024-01-04,2024-01-12,2024-01-07,57798,1
24960,Acme Limited,2024-08-24,2024-09-16,2024-09-12,56021,1
24961,Umbrella Limited,2024-09-14,2024-10-23,2024-10-23,4299,1
24962,Initech,2024-05-06,2024-06-05,2024-06-05,47216,1
24963,Initech Ltd,2024-09-17,2024-10-08,2024-10-16,44691,0
24964,Soylent,2024-04-03,2024-04-25,2024-04-23,39230,1
24965,Stark Limited,2024-06-04,2024-06-17,2024-06-16,12777,1
24966,Acme Ltd,2024-01-20,2024-02-28,2024-02-26,7153,1
24967,UMBRELLA,2024-09-22,2024-09-29,2024-09-25,71086,1
24968,Soylent Limited,2024-01-15,2024-02-01,2024-01-28,33844,1
24969,STARK,2024-10-10,2024-10-19,2024-10-14,89956,1
24970,SOYLENT,2024-07-25,2024-08-16,2024-08-12,47023,1
24971,Acme Ltd,2024-09-28,2024-11-07,2024-11-03,11134,1
24972,Umbrella Ltd,2024-08-26,2024-09-17,2024-09-15,3864,1
24973,Initech,2024-06-02,2024-06-25,2024-06-25,32372,1
24974,Acme,2024-09-18,2024-10-29,2024-10-24,75590,1
24975,Umbrella  Ltd.,2024-04-15,2024-05-04,2024-05-04,76012,1
24976,Initech,2024-05-07,2024-05-17,2024-05-17,26565,1
24977,Soylent Ltd,2024-02-24,2024-03-27,2024-04-06,63088,0
24978,Umbrella Ltd,2024-03-26,2024-05-05,2024-05-03,25389,1
24979,UMBRELLA,2024-03-08,2024-03-26,2024-03-26,8415,1
24980,Acme  Ltd.,2024-09-27,2024-11-01,2024-10-31,23994,1
24981,Acme,2024-05-28,2024-07-01,2024-06-28,26188,1
24982,Soylent Limited,2024-07-21,2024-09-04,2024-09-16,31732,0
24983,Soylent  Ltd.,2024-01-30,2024-02-15,2024-02-10,67068,1
24984,Acme  Ltd.,2024-03-17,2024-04-20,2024-04-20,31473,1
24985,UMBRELLA,2024-06-18,2024-06-25,2024-06-25,13281,1
24986,Acme Limited,2024-09-16,2024-10-27,2024-10-25,74700,1
24987,Soylent Ltd,2024-02-09,2024-02-19,2024-03-05,42214,0
24988,GLOBEX,2024-06-28,2024-07-20,2024-08-02,18597,0
24989,Stark Limited,2024-01-26,2024-02-21,2024-03-08,5501,0
24990,Acme Ltd,2024-08-13,2024-08-27,2024-08-26,68650,1
24991,STARK,2024-01-17,2024-02-05,2024-02-04,61124,1
24992,Initech Ltd,2024-02-05,2024-02-20,2024-02-15,68235,1
24993,INITECH,2024-04-09,2024-05-13,2024-05-08,52501,1
24994,Globex  Ltd.,2024-04-04,2024-05-03,2024-05-01,41213,1
24995,Soylent Ltd,2024-02-23,2024-04-06,2024-04-04,51087,1
24996,Stark  Ltd.,2024-01-26,2024-02-24,2024-02-22,18526,1
24997,Soylent Limited,2024-02-14,2024-03-13,2024-03-11,3961,1
24998,Soylent  Ltd.,2024-07-04,2024-08-08,2024-08-08,43791,1
24999,Soylent  Ltd.,2024-04-27,2024-05-19,2024-06-01,7922,0
25000,UMBRELLA,2024-09-11,2024-10-24,2024-10-24,89390,1
25001,Stark Limited,2024-10-18,2024-11-17,2024-11-17,46583,1
25002,Acme  Ltd.,2024-08-25,2024-09-15,2024-09-14,62063,1
25003,Stark  Ltd.,2024-02-18,2024-03-24,2024-03-23,85466,1
25004,Stark Ltd,2024-09-05,2024-10-10,2024-10-05,77011,1
25005,SOYLENT,2024-08-27,2024-10-05,2024-10-05,77593,1
25006,Initech  Ltd.,2024-01-14,2024-01-27,2024-01-23,15978,1
25007,Acme Ltd,2024-06-10,2024-07-05,2024-07-03,58582,1
25008,GLOBEX,2024-06-07,2024-06-30,2024-06-29,69853,1
25009,Globex Limited,2024-03-05,2024-04-12,2024-04-16,62740,0
25010,Stark Limited,2024-07-23,2024-09-01,2024-09-01,28260,1
25011,GLOBEX,2024-02-11,2024-03-15,2024-03-13,39156,1
25012,Globex Limited,2024-06-08,2024-07-05,2024-07-04,1152,1
25013,Umbrella Ltd,2024-04-27,2024-05-26,2024-05-25,36297,1
25014,Umbrella,2024-01-18,2024-02-02,2024-02-16,66406,0
25015,Umbrella,2024-02-20,2024-03-31,2024-03-27,28597,1
25016,ACME,2024-05-28,2024-06-25,2024-06-21,6916,1
25017,Acme  Ltd.,2024-01-20,2024-02-23,2024-02-20,11559,1
25018,Stark,2024-07-08,2024-08-22,2024-08-22,32187,1
25019,Globex,2024-05-02,2024-05-15,2024-05-13,7339,1
25020,Globex  Ltd.,2024-02-15,2024-03-31,2024-03-29,67929,1
25021,Stark Limited,2024-06-15,2024-07-02,2024-06-28,70347,1
25022,Stark Ltd,2024-10-05,2024-11-17,2024-11-17,30148,1
25023,Umbrella Limited,2024-03-04,2024-03-15,2024-03-11,24337,1
25024,Stark  Ltd.,2024-04-07,2024-04-28,2024-05-13,9745,0
25025,Acme Ltd,2024-08-14,2024-09-24,2024-09-21,5003,1
25026,Globex,2024-06-11,2024-07-22,2024-08-10,9605,0
25027,Initech Ltd,2024-06-05,2024-07-16,2024-07-16,18071,1
25028,Initech,2024-09-27,2024-10-14,2024-10-15,39694,0
25029,Soylent,2024-02-12,2024-03-15,2024-03-12,34394,1
25030,Globex  Ltd.,2024-02-19,2024-03-19,2024-03-22,33150,0
25031,Stark Limited,2024-09-11,2024-09-19,2024-09-16,85045,1
25032,Acme Limited,2024-09-13,2024-09-28,2024-09-24,30879,1
25033,Umbrella Limited,2024-08-20,2024-09-04,2024-08-30,87909,1
25034,SOYLENT,2024-06-15,2024-06-07,2024-06-07,89130,1
25035,Globex Ltd,2024-08-15,2024-09-21,2024-09-29,68641,0
25036,Stark Ltd,2024-09-04,2024-09-25,2024-09-22,10689,1
25037,Initech Ltd,2024-08-02,2024-08-09,2024-08-26,60695,0
25038,Initech Limited,2024-07-18,2024-08-24,2024-08-22,61475,1
25039,Globex Limited,2024-07-20,2024-08-02,2024-08-03,72938,0
25040,Umbrella,2024-07-20,2024-08-15,2024-08-13,69496,1
25041,ACME,2024-08-30,2024-08-22,2024-08-18,62452,1
25042,Acme  Ltd.,2024-04-28,2024-06-12,2024-06-26,19564,0
25043,SOYLENT,2024-07-07,2024-07-30,2024-07-29,47844,1
25044,Stark Ltd,2024-08-26,2024-09-26,2024-09-22,19630,1
25045,Globex  Ltd.,2024-01-17,2024-02-16,2024-02-11,29406,1
25046,ACME,2024-03-29,2024-04-26,2024-04-26,73722,1
25047,Stark Ltd,2024-03-22,2024-04-23,2024-04-23,49978,1
25048,Umbrella Limited,2024-06-21,2024-07-28,2024-07-25,74042,1
25049,Stark,2024-05-03,2024-05-25,2024-06-08,42710,0
25050,Soylent Ltd,2024-02-26,2024-03-19,2024-03-28,52022,0
25051,GLOBEX,2024-09-30,2024-09-27,2024-10-11,66127,0
25052,Stark Ltd,2024-01-16,2024-02-06,2024-02-03,78239,1
25053,Acme Ltd,2024-07-12,2024-08-13,2024-08-10,7844,1
25054,INITECH,2024-06-30,2024-07-07,2024-07-02,72107,1
25055,Initech,2024-07-22,2024-08-20,2024-08-19,64839,1
25056,STARK,2024-06-29,2024-07-30,2024-07-25,39817,1
25057,Initech Ltd,2024-07-19,2024-08-01,2024-07-28,37557,1
25058,Umbrella  Ltd.,2024-09-24,2024-10-30,2024-10-30,19068,1
25059,GLOBEX,2024-07-27,2024-08-29,2024-09-05,6568,0
25060,Umbrella Ltd,2024-02-24,2024-03-20,2024-03-17,73170,1
25061,UMBRELLA,2024-10-19,2024-11-19,2024-11-14,2535,1
25062,Initech  Ltd.,2024-06-26,2024-08-03,2024-08-02,50506,1
25063,Acme Ltd,2024-05-05,2024-05-16,2024-05-11,34185,1
25064,Globex Limited,2024-03-05,2024-04-18,2024-04-13,60009,1
25065,Stark  Ltd.,2024-02-29,2024-03-07,2024-03-07,26771,1
25066,Acme Limited,2024-07-25,2024-08-26,2024-08-23,51625,1
25067,Stark,2024-04-02,2024-04-27,2024-04-23,29050,1
25068,Soylent,2024-08-13,2024-09-06,2024-09-08,23287,0
25069,ACME,2024-02-05,2024-02-15,2024-02-15,62246,1
25070,INITECH,2024-08-30,2024-09-09,2024-09-09,48878,1
25071,Stark Ltd,2024-10-15,2024-10-31,2024-10-27,58519,1
25072,Stark Ltd,2024-05-26,2024-06-29,2024-06-28,37702,1
25073,Soylent  Ltd.,2024-07-15,2024-08-08,2024-08-17,67936,0
25074,Initech  Ltd.,2024-03-04,2024-03-20,2024-03-18,30955,1
25075,Globex,2024-02-02,2024-03-06,2024-03-04,17938,1
25076,Globex,2024-08-15,2024-09-19,2024-09-30,50692,0
25077,Acme,2024-09-15,2024-10-14,2024-11-03,9809,0
